都道府県,性別,年齢区分,下限値,上限値,人数
高知県,男性,50～54歳,0.0,85.0,6182
福岡県,男性,50～54歳,90.0,inf,32721
福岡県,男性,50～54歳,85.0,90.0,19923
福岡県,男性,50～54歳,0.0,85.0,45007
佐賀県,男性,50～54歳,90.0,inf,5115
佐賀県,男性,50～54歳,85.0,90.0,2987
佐賀県,男性,50～54歳,0.0,85.0,6277
長崎県,男性,50～54歳,90.0,inf,7824
長崎県,男性,50～54歳,85.0,90.0,4811
長崎県,男性,50～54歳,0.0,85.0,10525
熊本県,男性,50～54歳,90.0,inf,11094
熊本県,男性,50～54歳,85.0,90.0,6398
熊本県,男性,50～54歳,0.0,85.0,13635
大分県,男性,50～54歳,90.0,inf,7076
大分県,男性,50～54歳,85.0,90.0,4330
大分県,男性,50～54歳,0.0,85.0,10758
宮崎県,男性,50～54歳,90.0,inf,6178
宮崎県,男性,50～54歳,85.0,90.0,3892
宮崎県,男性,50～54歳,0.0,85.0,8769
鹿児島県,男性,50～54歳,90.0,inf,9329
鹿児島県,男性,50～54歳,85.0,90.0,5468
鹿児島県,男性,50～54歳,0.0,85.0,11959
沖縄県,男性,50～54歳,90.0,inf,10530
沖縄県,男性,50～54歳,85.0,90.0,5238
沖縄県,男性,50～54歳,0.0,85.0,9545
北海道,男性,55～59歳,90.0,inf,28671
北海道,男性,55～59歳,85.0,90.0,17007
北海道,男性,55～59歳,0.0,85.0,38472
青森県,男性,55～59歳,90.0,inf,7273
青森県,男性,55～59歳,85.0,90.0,4749
青森県,男性,55～59歳,0.0,85.0,11146
岩手県,男性,55～59歳,90.0,inf,7625
岩手県,男性,55～59歳,85.0,90.0,4952
岩手県,男性,55～59歳,0.0,85.0,11575
宮城県,男性,55～59歳,90.0,inf,15166
宮城県,男性,55～59歳,85.0,90.0,9234
宮城県,男性,55～59歳,0.0,85.0,19507
秋田県,男性,55～59歳,90.0,inf,6155
秋田県,男性,55～59歳,85.0,90.0,3869
