地域,性別,年齢層,検査値範囲,人数
熊本県,女,45～49歳,100以上110未満,3346
熊本県,女,45～49歳,100未満,23356
大分県,女,45～49歳,126以上,278
大分県,女,45～49歳,110以上126未満,547
大分県,女,45～49歳,100以上110未満,2113
大分県,女,45～49歳,100未満,15698
宮崎県,女,45～49歳,126以上,267
宮崎県,女,45～49歳,110以上126未満,526
宮崎県,女,45～49歳,100以上110未満,1669
宮崎県,女,45～49歳,100未満,13909
鹿児島県,女,45～49歳,126以上,425
鹿児島県,女,45～49歳,110以上126未満,763
鹿児島県,女,45～49歳,100以上110未満,2674
鹿児島県,女,45～49歳,100未満,17087
沖縄県,女,45～49歳,126以上,445
沖縄県,女,45～49歳,110以上126未満,711
沖縄県,女,45～49歳,100以上110未満,2698
沖縄県,女,45～49歳,100未満,19755
北海道,女,50～54歳,126以上,1661
北海道,女,50～54歳,110以上126未満,2858
北海道,女,50～54歳,100以上110未満,8282
北海道,女,50～54歳,100未満,51815
青森県,女,50～54歳,126以上,618
青森県,女,50～54歳,110以上126未満,1067
青森県,女,50～54歳,100以上110未満,2872
青森県,女,50～54歳,100未満,14594
岩手県,女,50～54歳,126以上,475
岩手県,女,50～54歳,110以上126未満,763
岩手県,女,50～54歳,100以上110未満,2151
岩手県,女,50～54歳,100未満,11371
宮城県,女,50～54歳,126以上,870
宮城県,女,50～54歳,110以上126未満,1683
宮城県,女,50～54歳,100以上110未満,5254
宮城県,女,50～54歳,100未満,26788
秋田県,女,50～54歳,126以上,375
秋田県,女,50～54歳,110以上126未満,715
秋田県,女,50～54歳,100以上110未満,2097
秋田県,女,50～54歳,100未満,9940
山形県,女,50～54歳,126以上,497
山形県,女,50～54歳,110以上126未満,920
山形県,女,50～54歳,100以上110未満,2953
山形県,女,50～54歳,100未満,14926
福島県,女,50～54歳,126以上,770
福島県,女,50～54歳,110以上126未満,1376
福島県,女,50～54歳,100以上110未満,4393
福島県,女,50～54歳,100未満,21729
茨城県,女,50～54歳,126以上,1016
茨城県,女,50～54歳,110以上126未満,1902
茨城県,女,50～54歳,100以上110未満,5820
茨城県,女,50～54歳,100未満,29532
栃木県,女,50～54歳,126以上,707
栃木県,女,50～54歳,110以上126未満,1330
栃木県,女,50～54歳,100以上110未満,3850
栃木県,女,50～54歳,100未満,24009
群馬県,女,50～54歳,126以上,748
群馬県,女,50～54歳,110以上126未満,1421
群馬県,女,50～54歳,100以上110未満,4387
群馬県,女,50～54歳,100未満,22474
埼玉県,女,50～54歳,126以上,2502
埼玉県,女,50～54歳,110以上126未満,4853
埼玉県,女,50～54歳,100以上110未満,14862
埼玉県,女,50～54歳,100未満,92932
千葉県,女,50～54歳,126以上,2134
千葉県,女,50～54歳,110以上126未満,3987
千葉県,女,50～54歳,100以上110未満,12293
千葉県,女,50～54歳,100未満,77592
東京都,女,50～54歳,126以上,5097
東京都,女,50～54歳,110以上126未満,10242
東京都,女,50～54歳,100以上110未満,33571
東京都,女,50～54歳,100未満,215798
神奈川県,女,50～54歳,126以上,3157
神奈川県,女,50～54歳,110以上126未満,6439
神奈川県,女,50～54歳,100以上110未満,21609
神奈川県,女,50～54歳,100未満,129053
新潟県,女,50～54歳,126以上,668
新潟県,女,50～54歳,110以上126未満,1349
新潟県,女,50～54歳,100以上110未満,4242
新潟県,女,50～54歳,100未満,25852
富山県,女,50～54歳,126以上,354
富山県,女,50～54歳,110以上126未満,782
富山県,女,50～54歳,100以上110未満,2650
富山県,女,50～54歳,100未満,11924
石川県,女,50～54歳,126以上,324
石川県,女,50～54歳,110以上126未満,692
石川県,女,50～54歳,100以上110未満,2145
石川県,女,50～54歳,100未満,13579
福井県,女,50～54歳,126以上,204
福井県,女,50～54歳,110以上126未満,418
福井県,女,50～54歳,100以上110未満,1401
福井県,女,50～54歳,100未満,7281
山梨県,女,50～54歳,126以上,255
山梨県,女,50～54歳,110以上126未満,605
山梨県,女,50～54歳,100以上110未満,1881
山梨県,女,50～54歳,100未満,11637
長野県,女,50～54歳,126以上,608
長野県,女,50～54歳,110以上126未満,1399
長野県,女,50～54歳,100以上110未満,4855
長野県,女,50～54歳,100未満,25629
岐阜県,女,50～54歳,126以上,546
岐阜県,女,50～54歳,110以上126未満,912
岐阜県,女,50～54歳,100以上110未満,3050
岐阜県,女,50～54歳,100未満,23865
静岡県,女,50～54歳,126以上,1365
静岡県,女,50～54歳,110以上126未満,2555
静岡県,女,50～54歳,100以上110未満,8148
静岡県,女,50～54歳,100未満,48142
愛知県,女,50～54歳,126以上,2403
愛知県,女,50～54歳,110以上126未満,4167
愛知県,女,50～54歳,100以上110未満,13634
愛知県,女,50～54歳,100未満,96089
三重県,女,50～54歳,126以上,646
三重県,女,50～54歳,110以上126未満,1175
三重県,女,50～54歳,100以上110未満,3936
三重県,女,50～54歳,100未満,20362
滋賀県,女,50～54歳,126以上,316
滋賀県,女,50～54歳,110以上126未満,580
滋賀県,女,50～54歳,100以上110未満,1845
滋賀県,女,50～54歳,100未満,15674
京都府,女,50～54歳,126以上,662
京都府,女,50～54歳,110以上126未満,1276
京都府,女,50～54歳,100以上110未満,4226
京都府,女,50～54歳,100未満,29737
大阪府,女,50～54歳,126以上,2781
大阪府,女,50～54歳,110以上126未満,5150
大阪府,女,50～54歳,100以上110未満,16221
大阪府,女,50～54歳,100未満,111437
兵庫県,女,50～54歳,126以上,1443
兵庫県,女,50～54歳,110以上126未満,2909
兵庫県,女,50～54歳,100以上110未満,10102
兵庫県,女,50～54歳,100未満,66605
奈良県,女,50～54歳,126以上,328
奈良県,女,50～54歳,110以上126未満,592
奈良県,女,50～54歳,100以上110未満,1899
奈良県,女,50～54歳,100未満,15651
和歌山県,女,50～54歳,126以上,289
和歌山県,女,50～54歳,110以上126未満,503
和歌山県,女,50～54歳,100以上110未満,1525
和歌山県,女,50～54歳,100未満,10028
鳥取県,女,50～54歳,126以上,135
鳥取県,女,50～54歳,110以上126未満,291
鳥取県,女,50～54歳,100以上110未満,915
鳥取県,女,50～54歳,100未満,4910
島根県,女,50～54歳,126以上,216
島根県,女,50～54歳,110以上126未満,573
島根県,女,50～54歳,100以上110未満,1683
島根県,女,50～54歳,100未満,6914
岡山県,女,50～54歳,126以上,631
岡山県,女,50～54歳,110以上126未満,1372
岡山県,女,50～54歳,100以上110未満,4599
岡山県,女,50～54歳,100未満,20035
広島県,女,50～54歳,126以上,963
広島県,女,50～54歳,110以上126未満,1928
広島県,女,50～54歳,100以上110未満,6125
広島県,女,50～54歳,100未満,29866
山口県,女,50～54歳,126以上,455
山口県,女,50～54歳,110以上126未満,958
山口県,女,50～54歳,100以上110未満,2729
山口県,女,50～54歳,100未満,14449
徳島県,女,50～54歳,126以上,275
徳島県,女,50～54歳,110以上126未満,498
徳島県,女,50～54歳,100以上110未満,1630
徳島県,女,50～54歳,100未満,7753
香川県,女,50～54歳,126以上,296
香川県,女,50～54歳,110以上126未満,666
香川県,女,50～54歳,100以上110未満,2272
香川県,女,50～54歳,100未満,9213
愛媛県,女,50～54歳,126以上,437
愛媛県,女,50～54歳,110以上126未満,872
愛媛県,女,50～54歳,100以上110未満,2696
愛媛県,女,50～54歳,100未満,14112
高知県,女,50～54歳,126以上,258
高知県,女,50～54歳,110以上126未満,590
高知県,女,50～54歳,100以上110未満,1719
高知県,女,50～54歳,100未満,6016
福岡県,女,50～54歳,126以上,1788
福岡県,女,50～54歳,110以上126未満,3459
福岡県,女,50～54歳,100以上110未満,11119
福岡県,女,50～54歳,100未満,57054
佐賀県,女,50～54歳,126以上,267
佐賀県,女,50～54歳,110以上126未満,534
佐賀県,女,50～54歳,100以上110未満,1756
佐賀県,女,50～54歳,100未満,8485
長崎県,女,50～54歳,126以上,422
長崎県,女,50～54歳,110以上126未満,847
長崎県,女,50～54歳,100以上110未満,2467
長崎県,女,50～54歳,100未満,14762
熊本県,女,50～54歳,126以上,771
熊本県,女,50～54歳,110以上126未満,1296
熊本県,女,50～54歳,100以上110未満,4015
熊本県,女,50～54歳,100未満,20337
大分県,女,50～54歳,126以上,464
大分県,女,50～54歳,110以上126未満,806
大分県,女,50～54歳,100以上110未満,2552
大分県,女,50～54歳,100未満,14136
宮崎県,女,50～54歳,126以上,393
宮崎県,女,50～54歳,110以上126未満,651
宮崎県,女,50～54歳,100以上110未満,1980
宮崎県,女,50～54歳,100未満,12367
鹿児島県,女,50～54歳,126以上,633
鹿児島県,女,50～54歳,110以上126未満,1169
鹿児島県,女,50～54歳,100以上110未満,3296
鹿児島県,女,50～54歳,100未満,15771
沖縄県,女,50～54歳,126以上,671
沖縄県,女,50～54歳,110以上126未満,972
沖縄県,女,50～54歳,100以上110未満,3103
沖縄県,女,50～54歳,100未満,16622
北海道,女,55～59歳,126以上,1986
北海道,女,55～59歳,110以上126未満,3376
北海道,女,55～59歳,100以上110未満,8594
北海道,女,55～59歳,100未満,41793
青森県,女,55～59歳,126以上,756
青森県,女,55～59歳,110以上126未満,1380
青森県,女,55～59歳,100以上110未満,3490
青森県,女,55～59歳,100未満,12561
岩手県,女,55～59歳,126以上,529
岩手県,女,55～59歳,110以上126未満,1050
岩手県,女,55～59歳,100以上110未満,2453
岩手県,女,55～59歳,100未満,9252
宮城県,女,55～59歳,126以上,1003
宮城県,女,55～59歳,110以上126未満,2129
宮城県,女,55～59歳,100以上110未満,5315
宮城県,女,55～59歳,100未満,20774
秋田県,女,55～59歳,126以上,497
秋田県,女,55～59歳,110以上126未満,973
秋田県,女,55～59歳,100以上110未満,2370
秋田県,女,55～59歳,100未満,8594
山形県,女,55～59歳,126以上,729
山形県,女,55～59歳,110以上126未満,1321
山形県,女,55～59歳,100以上110未満,3521
山形県,女,55～59歳,100未満,13346
福島県,女,55～59歳,126以上,1061
福島県,女,55～59歳,110以上126未満,1974
福島県,女,55～59歳,100以上110未満,5166
福島県,女,55～59歳,100未満,18948
茨城県,女,55～59歳,126以上,1167
茨城県,女,55～59歳,110以上126未満,2322
茨城県,女,55～59歳,100以上110未満,5821
茨城県,女,55～59歳,100未満,21810
栃木県,女,55～59歳,126以上,866
栃木県,女,55～59歳,110以上126未満,1659
栃木県,女,55～59歳,100以上110未満,4136
栃木県,女,55～59歳,100未満,18496
群馬県,女,55～59歳,126以上,841
群馬県,女,55～59歳,110以上126未満,1878
群馬県,女,55～59歳,100以上110未満,4758
群馬県,女,55～59歳,100未満,16897
埼玉県,女,55～59歳,126以上,2955
埼玉県,女,55～59歳,110以上126未満,5675
埼玉県,女,55～59歳,100以上110未満,15176
埼玉県,女,55～59歳,100未満,68072
千葉県,女,55～59歳,126以上,2499
千葉県,女,55～59歳,110以上126未満,4634
千葉県,女,55～59歳,100以上110未満,12363
千葉県,女,55～59歳,100未満,55947
東京都,女,55～59歳,126以上,5886
東京都,女,55～59歳,110以上126未満,11749
東京都,女,55～59歳,100以上110未満,32987
東京都,女,55～59歳,100未満,154960
神奈川県,女,55～59歳,126以上,3537
神奈川県,女,55～59歳,110以上126未満,7471
神奈川県,女,55～59歳,100以上110未満,21090
神奈川県,女,55～59歳,100未満,91108
新潟県,女,55～59歳,126以上,823
新潟県,女,55～59歳,110以上126未満,1695
新潟県,女,55～59歳,100以上110未満,4857
新潟県,女,55～59歳,100未満,20948
富山県,女,55～59歳,126以上,428
富山県,女,55～59歳,110以上126未満,966
富山県,女,55～59歳,100以上110未満,2726
富山県,女,55～59歳,100未満,8557
石川県,女,55～59歳,126以上,392
石川県,女,55～59歳,110以上126未満,846
石川県,女,55～59歳,100以上110未満,2285
石川県,女,55～59歳,100未満,10225
福井県,女,55～59歳,126以上,241
福井県,女,55～59歳,110以上126未満,537
福井県,女,55～59歳,100以上110未満,1459
福井県,女,55～59歳,100未満,5934
山梨県,女,55～59歳,126以上,380
山梨県,女,55～59歳,110以上126未満,789
山梨県,女,55～59歳,100以上110未満,2207
山梨県,女,55～59歳,100未満,9912
長野県,女,55～59歳,126以上,800
長野県,女,55～59歳,110以上126未満,1853
長野県,女,55～59歳,100以上110未満,5453
長野県,女,55～59歳,100未満,20599
岐阜県,女,55～59歳,126以上,626
岐阜県,女,55～59歳,110以上126未満,1313
岐阜県,女,55～59歳,100以上110未満,3538
岐阜県,女,55～59歳,100未満,19261
静岡県,女,55～59歳,126以上,1643
静岡県,女,55～59歳,110以上126未満,3089
静岡県,女,55～59歳,100以上110未満,8780
静岡県,女,55～59歳,100未満,37035
愛知県,女,55～59歳,126以上,2596
愛知県,女,55～59歳,110以上126未満,4993
愛知県,女,55～59歳,100以上110未満,14054
愛知県,女,55～59歳,100未満,69214
三重県,女,55～59歳,126以上,791
三重県,女,55～59歳,110以上126未満,1542
三重県,女,55～59歳,100以上110未満,4186
三重県,女,55～59歳,100未満,15760
滋賀県,女,55～59歳,126以上,357
滋賀県,女,55～59歳,110以上126未満,716
滋賀県,女,55～59歳,100以上110未満,1942
滋賀県,女,55～59歳,100未満,12087
京都府,女,55～59歳,126以上,835
京都府,女,55～59歳,110以上126未満,1571
京都府,女,55～59歳,100以上110未満,4425
京都府,女,55～59歳,100未満,22820
大阪府,女,55～59歳,126以上,3254
大阪府,女,55～59歳,110以上126未満,6011
大阪府,女,55～59歳,100以上110未満,16551
大阪府,女,55～59歳,100未満,81384
兵庫県,女,55～59歳,126以上,1770
兵庫県,女,55～59歳,110以上126未満,3732
兵庫県,女,55～59歳,100以上110未満,10721
兵庫県,女,55～59歳,100未満,50614
奈良県,女,55～59歳,126以上,402
奈良県,女,55～59歳,110以上126未満,746
奈良県,女,55～59歳,100以上110未満,2028
奈良県,女,55～59歳,100未満,12350
和歌山県,女,55～59歳,126以上,392
和歌山県,女,55～59歳,110以上126未満,688
和歌山県,女,55～59歳,100以上110未満,1732
和歌山県,女,55～59歳,100未満,8450
鳥取県,女,55～59歳,126以上,176
鳥取県,女,55～59歳,110以上126未満,379
鳥取県,女,55～59歳,100以上110未満,998
鳥取県,女,55～59歳,100未満,4127
島根県,女,55～59歳,126以上,273
島根県,女,55～59歳,110以上126未満,766
島根県,女,55～59歳,100以上110未満,1866
島根県,女,55～59歳,100未満,5701
岡山県,女,55～59歳,126以上,754
岡山県,女,55～59歳,110以上126未満,1752
岡山県,女,55～59歳,100以上110未満,4741
岡山県,女,55～59歳,100未満,14769
広島県,女,55～59歳,126以上,1075
広島県,女,55～59歳,110以上126未満,2248
広島県,女,55～59歳,100以上110未満,6248
広島県,女,55～59歳,100未満,21902
山口県,女,55～59歳,126以上,548
山口県,女,55～59歳,110以上126未満,1128
山口県,女,55～59歳,100以上110未満,2817
山口県,女,55～59歳,100未満,11134
徳島県,女,55～59歳,126以上,324
徳島県,女,55～59歳,110以上126未満,635
徳島県,女,55～59歳,100以上110未満,1671
徳島県,女,55～59歳,100未満,6504
香川県,女,55～59歳,126以上,329
香川県,女,55～59歳,110以上126未満,756
香川県,女,55～59歳,100以上110未満,2131
香川県,女,55～59歳,100未満,6600
愛媛県,女,55～59歳,126以上,603
愛媛県,女,55～59歳,110以上126未満,1041
愛媛県,女,55～59歳,100以上110未満,2810
愛媛県,女,55～59歳,100未満,10980
高知県,女,55～59歳,126以上,324
高知県,女,55～59歳,110以上126未満,632
高知県,女,55～59歳,100以上110未満,1699
高知県,女,55～59歳,100未満,4414
福岡県,女,55～59歳,126以上,1998
福岡県,女,55～59歳,110以上126未満,4179
福岡県,女,55～59歳,100以上110未満,11078
福岡県,女,55～59歳,100未満,43687
佐賀県,女,55～59歳,126以上,380
佐賀県,女,55～59歳,110以上126未満,782
佐賀県,女,55～59歳,100以上110未満,2034
佐賀県,女,55～59歳,100未満,7195
長崎県,女,55～59歳,126以上,585
長崎県,女,55～59歳,110以上126未満,1159
長崎県,女,55～59歳,100以上110未満,2842
長崎県,女,55～59歳,100未満,12491
熊本県,女,55～59歳,126以上,1006
熊本県,女,55～59歳,110以上126未満,1830
熊本県,女,55～59歳,100以上110未満,4859
熊本県,女,55～59歳,100未満,17747
大分県,女,55～59歳,126以上,559
大分県,女,55～59歳,110以上126未満,1037
大分県,女,55～59歳,100以上110未満,2818
大分県,女,55～59歳,100未満,11602
宮崎県,女,55～59歳,126以上,519
宮崎県,女,55～59歳,110以上126未満,924
宮崎県,女,55～59歳,100以上110未満,2337
宮崎県,女,55～59歳,100未満,10545
鹿児島県,女,55～59歳,126以上,854
鹿児島県,女,55～59歳,110以上126未満,1580
鹿児島県,女,55～59歳,100以上110未満,3862
鹿児島県,女,55～59歳,100未満,13823
沖縄県,女,55～59歳,126以上,739
沖縄県,女,55～59歳,110以上126未満,1140
沖縄県,女,55～59歳,100以上110未満,3221
沖縄県,女,55～59歳,100未満,13076
北海道,女,60～64歳,126以上,1875
北海道,女,60～64歳,110以上126未満,3335
北海道,女,60～64歳,100以上110未満,7582
北海道,女,60～64歳,100未満,31511
青森県,女,60～64歳,126以上,922
青森県,女,60～64歳,110以上126未満,1729
青森県,女,60～64歳,100以上110未満,3542
青森県,女,60～64歳,100未満,10982
岩手県,女,60～64歳,126以上,650
岩手県,女,60～64歳,110以上126未満,1112
岩手県,女,60～64歳,100以上110未満,2346
岩手県,女,60～64歳,100未満,7745
宮城県,女,60～64歳,126以上,1033
宮城県,女,60～64歳,110以上126未満,2110
宮城県,女,60～64歳,100以上110未満,4663
宮城県,女,60～64歳,100未満,15050
秋田県,女,60～64歳,126以上,554
秋田県,女,60～64歳,110以上126未満,1148
秋田県,女,60～64歳,100以上110未満,2401
秋田県,女,60～64歳,100未満,7861
山形県,女,60～64歳,126以上,870
山形県,女,60～64歳,110以上126未満,1813
山形県,女,60～64歳,100以上110未満,4298
山形県,女,60～64歳,100未満,12224
福島県,女,60～64歳,126以上,1339
福島県,女,60～64歳,110以上126未満,2529
福島県,女,60～64歳,100以上110未満,5790
福島県,女,60～64歳,100未満,17860
茨城県,女,60～64歳,126以上,1285
茨城県,女,60～64歳,110以上126未満,2346
茨城県,女,60～64歳,100以上110未満,5281
茨城県,女,60～64歳,100未満,15378
栃木県,女,60～64歳,126以上,1028
栃木県,女,60～64歳,110以上126未満,1914
栃木県,女,60～64歳,100以上110未満,4380
栃木県,女,60～64歳,100未満,15840
群馬県,女,60～64歳,126以上,967
群馬県,女,60～64歳,110以上126未満,2121
群馬県,女,60～64歳,100以上110未満,4363
群馬県,女,60～64歳,100未満,13901
埼玉県,女,60～64歳,126以上,3021
埼玉県,女,60～64歳,110以上126未満,5749
埼玉県,女,60～64歳,100以上110未満,13183
埼玉県,女,60～64歳,100未満,49349
千葉県,女,60～64歳,126以上,2338
千葉県,女,60～64歳,110以上126未満,4589
千葉県,女,60～64歳,100以上110未満,11003
千葉県,女,60～64歳,100未満,40618
東京都,女,60～64歳,126以上,5572
東京都,女,60～64歳,110以上126未満,10840
東京都,女,60～64歳,100以上110未満,26853
東京都,女,60～64歳,100未満,105718
神奈川県,女,60～64歳,126以上,3261
神奈川県,女,60～64歳,110以上126未満,6670
神奈川県,女,60～64歳,100以上110未満,16418
神奈川県,女,60～64歳,100未満,59916
新潟県,女,60～64歳,126以上,996
新潟県,女,60～64歳,110以上126未満,2077
新潟県,女,60～64歳,100以上110未満,4786
新潟県,女,60～64歳,100未満,16161
富山県,女,60～64歳,126以上,452
富山県,女,60～64歳,110以上126未満,954
富山県,女,60～64歳,100以上110未満,2151
富山県,女,60～64歳,100未満,5351
石川県,女,60～64歳,126以上,441
石川県,女,60～64歳,110以上126未満,922
石川県,女,60～64歳,100以上110未満,2074
石川県,女,60～64歳,100未満,8047
福井県,女,60～64歳,126以上,287
福井県,女,60～64歳,110以上126未満,533
福井県,女,60～64歳,100以上110未満,1309
福井県,女,60～64歳,100未満,4450
山梨県,女,60～64歳,126以上,450
山梨県,女,60～64歳,110以上126未満,1005
山梨県,女,60～64歳,100以上110未満,2329
山梨県,女,60～64歳,100未満,8512
長野県,女,60～64歳,126以上,943
長野県,女,60～64歳,110以上126未満,2200
長野県,女,60～64歳,100以上110未満,5225
長野県,女,60～64歳,100未満,16904
岐阜県,女,60～64歳,126以上,705
岐阜県,女,60～64歳,110以上126未満,1358
岐阜県,女,60～64歳,100以上110未満,3284
岐阜県,女,60～64歳,100未満,15955
静岡県,女,60～64歳,126以上,1676
静岡県,女,60～64歳,110以上126未満,3369
静岡県,女,60～64歳,100以上110未満,8034
静岡県,女,60～64歳,100未満,29065
愛知県,女,60～64歳,126以上,2673
愛知県,女,60～64歳,110以上126未満,5005
愛知県,女,60～64歳,100以上110未満,12234
愛知県,女,60～64歳,100未満,48002
三重県,女,60～64歳,126以上,874
三重県,女,60～64歳,110以上126未満,1590
三重県,女,60～64歳,100以上110未満,3610
三重県,女,60～64歳,100未満,12476
滋賀県,女,60～64歳,126以上,448
滋賀県,女,60～64歳,110以上126未満,810
滋賀県,女,60～64歳,100以上110未満,1961
滋賀県,女,60～64歳,100未満,9591
京都府,女,60～64歳,126以上,855
京都府,女,60～64歳,110以上126未満,1573
京都府,女,60～64歳,100以上110未満,4109
京都府,女,60～64歳,100未満,17114
大阪府,女,60～64歳,126以上,3097
大阪府,女,60～64歳,110以上126未満,5753
大阪府,女,60～64歳,100以上110未満,13799
大阪府,女,60～64歳,100未満,57407
兵庫県,女,60～64歳,126以上,1953
兵庫県,女,60～64歳,110以上126未満,4154
兵庫県,女,60～64歳,100以上110未満,10172
兵庫県,女,60～64歳,100未満,38714
奈良県,女,60～64歳,126以上,454
奈良県,女,60～64歳,110以上126未満,811
奈良県,女,60～64歳,100以上110未満,1896
奈良県,女,60～64歳,100未満,9774
和歌山県,女,60～64歳,126以上,411
和歌山県,女,60～64歳,110以上126未満,675
和歌山県,女,60～64歳,100以上110未満,1710
和歌山県,女,60～64歳,100未満,6765
鳥取県,女,60～64歳,126以上,227
鳥取県,女,60～64歳,110以上126未満,412
鳥取県,女,60～64歳,100以上110未満,990
鳥取県,女,60～64歳,100未満,3529
島根県,女,60～64歳,126以上,391
島根県,女,60～64歳,110以上126未満,835
島根県,女,60～64歳,100以上110未満,1978
島根県,女,60～64歳,100未満,5364
岡山県,女,60～64歳,126以上,865
岡山県,女,60～64歳,110以上126未満,1833
岡山県,女,60～64歳,100以上110未満,4461
岡山県,女,60～64歳,100未満,11568
広島県,女,60～64歳,126以上,1220
広島県,女,60～64歳,110以上126未満,2444
広島県,女,60～64歳,100以上110未満,5581
広島県,女,60～64歳,100未満,16764
山口県,女,60～64歳,126以上,576
山口県,女,60～64歳,110以上126未満,1134
山口県,女,60～64歳,100以上110未満,2786
山口県,女,60～64歳,100未満,9840
徳島県,女,60～64歳,126以上,391
徳島県,女,60～64歳,110以上126未満,621
徳島県,女,60～64歳,100以上110未満,1663
徳島県,女,60～64歳,100未満,5662
香川県,女,60～64歳,126以上,392
香川県,女,60～64歳,110以上126未満,759
香川県,女,60～64歳,100以上110未満,1870
香川県,女,60～64歳,100未満,4954
愛媛県,女,60～64歳,126以上,590
愛媛県,女,60～64歳,110以上126未満,1151
愛媛県,女,60～64歳,100以上110未満,2609
愛媛県,女,60～64歳,100未満,8712
高知県,女,60～64歳,126以上,305
高知県,女,60～64歳,110以上126未満,546
高知県,女,60～64歳,100以上110未満,1372
高知県,女,60～64歳,100未満,2834
福岡県,女,60～64歳,126以上,2256
福岡県,女,60～64歳,110以上126未満,4390
福岡県,女,60～64歳,100以上110未満,10457
福岡県,女,60～64歳,100未満,35781
佐賀県,女,60～64歳,126以上,461
佐賀県,女,60～64歳,110以上126未満,945
佐賀県,女,60～64歳,100以上110未満,2129
佐賀県,女,60～64歳,100未満,6823
長崎県,女,60～64歳,126以上,728
長崎県,女,60～64歳,110以上126未満,1330
長崎県,女,60～64歳,100以上110未満,2951
長崎県,女,60～64歳,100未満,11212
熊本県,女,60～64歳,126以上,1110
熊本県,女,60～64歳,110以上126未満,2172
熊本県,女,60～64歳,100以上110未満,4864
熊本県,女,60～64歳,100未満,15928
大分県,女,60～64歳,126以上,637
大分県,女,60～64歳,110以上126未満,1374
大分県,女,60～64歳,100以上110未満,3051
大分県,女,60～64歳,100未満,10546
宮崎県,女,60～64歳,126以上,640
宮崎県,女,60～64歳,110以上126未満,1140
宮崎県,女,60～64歳,100以上110未満,2543
宮崎県,女,60～64歳,100未満,9776
鹿児島県,女,60～64歳,126以上,1142
鹿児島県,女,60～64歳,110以上126未満,1978
鹿児島県,女,60～64歳,100以上110未満,4224
鹿児島県,女,60～64歳,100未満,13934
沖縄県,女,60～64歳,126以上,821
沖縄県,女,60～64歳,110以上126未満,1259
沖縄県,女,60～64歳,100以上110未満,2933
沖縄県,女,60～64歳,100未満,10903
北海道,女,65～69歳,126以上,1705
北海道,女,65～69歳,110以上126未満,2793
北海道,女,65～69歳,100以上110未満,5532
北海道,女,65～69歳,100未満,23246
青森県,女,65～69歳,126以上,1079
青森県,女,65～69歳,110以上126未満,1928
青森県,女,65～69歳,100以上110未満,3637
青森県,女,65～69歳,100未満,10714
岩手県,女,65～69歳,126以上,514
岩手県,女,65～69歳,110以上126未満,867
岩手県,女,65～69歳,100以上110未満,1888
岩手県,女,65～69歳,100未満,6103
宮城県,女,65～69歳,126以上,719
宮城県,女,65～69歳,110以上126未満,1418
宮城県,女,65～69歳,100以上110未満,2851
宮城県,女,65～69歳,100未満,8279
秋田県,女,65～69歳,126以上,529
秋田県,女,65～69歳,110以上126未満,1030
秋田県,女,65～69歳,100以上110未満,2159
秋田県,女,65～69歳,100未満,7139
山形県,女,65～69歳,126以上,1143
山形県,女,65～69歳,110以上126未満,2275
山形県,女,65～69歳,100以上110未満,4648
山形県,女,65～69歳,100未満,11267
福島県,女,65～69歳,126以上,1610
福島県,女,65～69歳,110以上126未満,2931
福島県,女,65～69歳,100以上110未満,6107
福島県,女,65～69歳,100未満,17238
茨城県,女,65～69歳,126以上,1080
茨城県,女,65～69歳,110以上126未満,2132
茨城県,女,65～69歳,100以上110未満,3980
茨城県,女,65～69歳,100未満,10329
栃木県,女,65～69歳,126以上,1316
栃木県,女,65～69歳,110以上126未満,2130
栃木県,女,65～69歳,100以上110未満,4650
栃木県,女,65～69歳,100未満,14919
群馬県,女,65～69歳,126以上,1294
群馬県,女,65～69歳,110以上126未満,2362
群馬県,女,65～69歳,100以上110未満,4644
群馬県,女,65～69歳,100未満,14213
埼玉県,女,65～69歳,126以上,3378
埼玉県,女,65～69歳,110以上126未満,5794
埼玉県,女,65～69歳,100以上110未満,11870
埼玉県,女,65～69歳,100未満,42809
千葉県,女,65～69歳,126以上,2536
千葉県,女,65～69歳,110以上126未満,4766
千葉県,女,65～69歳,100以上110未満,10040
千葉県,女,65～69歳,100未満,35583
東京都,女,65～69歳,126以上,5768
東京都,女,65～69歳,110以上126未満,10293
東京都,女,65～69歳,100以上110未満,21616
東京都,女,65～69歳,100未満,85018
神奈川県,女,65～69歳,126以上,3105
神奈川県,女,65～69歳,110以上126未満,5839
神奈川県,女,65～69歳,100以上110未満,12760
神奈川県,女,65～69歳,100未満,43762
新潟県,女,65～69歳,126以上,1014
新潟県,女,65～69歳,110以上126未満,2029
新潟県,女,65～69歳,100以上110未満,4272
新潟県,女,65～69歳,100未満,12519
富山県,女,65～69歳,126以上,326
富山県,女,65～69歳,110以上126未満,635
富山県,女,65～69歳,100以上110未満,1246
富山県,女,65～69歳,100未満,2607
石川県,女,65～69歳,126以上,416
石川県,女,65～69歳,110以上126未満,829
石川県,女,65～69歳,100以上110未満,1692
石川県,女,65～69歳,100未満,6818
福井県,女,65～69歳,126以上,227
福井県,女,65～69歳,110以上126未満,444
福井県,女,65～69歳,100以上110未満,961
福井県,女,65～69歳,100未満,3128
山梨県,女,65～69歳,126以上,599
山梨県,女,65～69歳,110以上126未満,1186
山梨県,女,65～69歳,100以上110未満,2660
山梨県,女,65～69歳,100未満,8301
長野県,女,65～69歳,126以上,989
長野県,女,65～69歳,110以上126未満,2265
長野県,女,65～69歳,100以上110未満,4985
