地域,性別,年齢層,検査値範囲,人数
長野県,女,65～69歳,100未満,15414
岐阜県,女,65～69歳,126以上,773
岐阜県,女,65～69歳,110以上126未満,1461
岐阜県,女,65～69歳,100以上110未満,3034
岐阜県,女,65～69歳,100未満,13895
静岡県,女,65～69歳,126以上,1667
静岡県,女,65～69歳,110以上126未満,3089
静岡県,女,65～69歳,100以上110未満,6589
静岡県,女,65～69歳,100未満,22493
愛知県,女,65～69歳,126以上,2938
愛知県,女,65～69歳,110以上126未満,4810
愛知県,女,65～69歳,100以上110未満,10107
愛知県,女,65～69歳,100未満,36807
三重県,女,65～69歳,126以上,889
三重県,女,65～69歳,110以上126未満,1407
三重県,女,65～69歳,100以上110未満,3191
三重県,女,65～69歳,100未満,11181
滋賀県,女,65～69歳,126以上,462
滋賀県,女,65～69歳,110以上126未満,854
滋賀県,女,65～69歳,100以上110未満,1733
滋賀県,女,65～69歳,100未満,7812
京都府,女,65～69歳,126以上,874
京都府,女,65～69歳,110以上126未満,1642
京都府,女,65～69歳,100以上110未満,3744
京都府,女,65～69歳,100未満,13553
大阪府,女,65～69歳,126以上,3448
大阪府,女,65～69歳,110以上126未満,5788
大阪府,女,65～69歳,100以上110未満,12611
大阪府,女,65～69歳,100未満,48429
兵庫県,女,65～69歳,126以上,2249
兵庫県,女,65～69歳,110以上126未満,4343
兵庫県,女,65～69歳,100以上110未満,9564
兵庫県,女,65～69歳,100未満,32759
奈良県,女,65～69歳,126以上,494
奈良県,女,65～69歳,110以上126未満,903
奈良県,女,65～69歳,100以上110未満,1807
奈良県,女,65～69歳,100未満,9506
和歌山県,女,65～69歳,126以上,467
和歌山県,女,65～69歳,110以上126未満,707
和歌山県,女,65～69歳,100以上110未満,1597
和歌山県,女,65～69歳,100未満,5998
鳥取県,女,65～69歳,126以上,250
鳥取県,女,65～69歳,110以上126未満,432
鳥取県,女,65～69歳,100以上110未満,915
鳥取県,女,65～69歳,100未満,2862
島根県,女,65～69歳,126以上,421
島根県,女,65～69歳,110以上126未満,909
島根県,女,65～69歳,100以上110未満,1968
島根県,女,65～69歳,100未満,5657
岡山県,女,65～69歳,126以上,863
岡山県,女,65～69歳,110以上126未満,1655
岡山県,女,65～69歳,100以上110未満,3607
岡山県,女,65～69歳,100未満,9270
広島県,女,65～69歳,126以上,1277
広島県,女,65～69歳,110以上126未満,2321
広島県,女,65～69歳,100以上110未満,4677
広島県,女,65～69歳,100未満,13820
山口県,女,65～69歳,126以上,674
山口県,女,65～69歳,110以上126未満,1278
山口県,女,65～69歳,100以上110未満,2620
山口県,女,65～69歳,100未満,9483
徳島県,女,65～69歳,126以上,415
徳島県,女,65～69歳,110以上126未満,756
徳島県,女,65～69歳,100以上110未満,1642
徳島県,女,65～69歳,100未満,5904
香川県,女,65～69歳,126以上,312
香川県,女,65～69歳,110以上126未満,647
香川県,女,65～69歳,100以上110未満,1375
香川県,女,65～69歳,100未満,3007
愛媛県,女,65～69歳,126以上,583
愛媛県,女,65～69歳,110以上126未満,1116
愛媛県,女,65～69歳,100以上110未満,2440
愛媛県,女,65～69歳,100未満,6825
高知県,女,65～69歳,126以上,145
高知県,女,65～69歳,110以上126未満,319
高知県,女,65～69歳,100以上110未満,542
高知県,女,65～69歳,100未満,1177
福岡県,女,65～69歳,126以上,2494
福岡県,女,65～69歳,110以上126未満,4400
福岡県,女,65～69歳,100以上110未満,9219
福岡県,女,65～69歳,100未満,33225
佐賀県,女,65～69歳,126以上,576
佐賀県,女,65～69歳,110以上126未満,1112
佐賀県,女,65～69歳,100以上110未満,2243
佐賀県,女,65～69歳,100未満,6903
長崎県,女,65～69歳,126以上,825
長崎県,女,65～69歳,110以上126未満,1494
長崎県,女,65～69歳,100以上110未満,2811
長崎県,女,65～69歳,100未満,11437
熊本県,女,65～69歳,126以上,1211
熊本県,女,65～69歳,110以上126未満,2300
熊本県,女,65～69歳,100以上110未満,4788
熊本県,女,65～69歳,100未満,15349
大分県,女,65～69歳,126以上,738
大分県,女,65～69歳,110以上126未満,1399
大分県,女,65～69歳,100以上110未満,3112
大分県,女,65～69歳,100未満,9493
宮崎県,女,65～69歳,126以上,709
宮崎県,女,65～69歳,110以上126未満,1336
宮崎県,女,65～69歳,100以上110未満,2792
宮崎県,女,65～69歳,100未満,9931
鹿児島県,女,65～69歳,126以上,1521
鹿児島県,女,65～69歳,110以上126未満,2505
鹿児島県,女,65～69歳,100以上110未満,4673
鹿児島県,女,65～69歳,100未満,15742
沖縄県,女,65～69歳,126以上,929
沖縄県,女,65～69歳,110以上126未満,1279
沖縄県,女,65～69歳,100以上110未満,2839
沖縄県,女,65～69歳,100未満,9795
北海道,女,70～74歳,126以上,2082
北海道,女,70～74歳,110以上126未満,3268
北海道,女,70～74歳,100以上110未満,5885
北海道,女,70～74歳,100未満,23200
青森県,女,70～74歳,126以上,1471
青森県,女,70～74歳,110以上126未満,2444
青森県,女,70～74歳,100以上110未満,4451
青森県,女,70～74歳,100未満,11946
岩手県,女,70～74歳,126以上,517
岩手県,女,70～74歳,110以上126未満,916
岩手県,女,70～74歳,100以上110未満,1651
岩手県,女,70～74歳,100未満,5913
宮城県,女,70～74歳,126以上,670
宮城県,女,70～74歳,110以上126未満,1037
宮城県,女,70～74歳,100以上110未満,1879
宮城県,女,70～74歳,100未満,5301
秋田県,女,70～74歳,126以上,629
秋田県,女,70～74歳,110以上126未満,1130
秋田県,女,70～74歳,100以上110未満,2206
秋田県,女,70～74歳,100未満,7216
山形県,女,70～74歳,126以上,1435
山形県,女,70～74歳,110以上126未満,2562
山形県,女,70～74歳,100以上110未満,4930
山形県,女,70～74歳,100未満,10440
福島県,女,70～74歳,126以上,2071
福島県,女,70～74歳,110以上126未満,3616
福島県,女,70～74歳,100以上110未満,6682
福島県,女,70～74歳,100未満,18535
茨城県,女,70～74歳,126以上,1055
茨城県,女,70～74歳,110以上126未満,1970
茨城県,女,70～74歳,100以上110未満,3533
茨城県,女,70～74歳,100未満,8128
栃木県,女,70～74歳,126以上,1676
栃木県,女,70～74歳,110以上126未満,2765
栃木県,女,70～74歳,100以上110未満,5205
栃木県,女,70～74歳,100未満,15469
群馬県,女,70～74歳,126以上,1886
群馬県,女,70～74歳,110以上126未満,3105
群馬県,女,70～74歳,100以上110未満,5807
群馬県,女,70～74歳,100未満,17255
埼玉県,女,70～74歳,126以上,5323
埼玉県,女,70～74歳,110以上126未満,8371
埼玉県,女,70～74歳,100以上110未満,15574
埼玉県,女,70～74歳,100未満,54798
千葉県,女,70～74歳,126以上,3810
千葉県,女,70～74歳,110以上126未満,6568
千葉県,女,70～74歳,100以上110未満,12572
千葉県,女,70～74歳,100未満,44221
東京都,女,70～74歳,126以上,9757
東京都,女,70～74歳,110以上126未満,15361
東京都,女,70～74歳,100以上110未満,28979
東京都,女,70～74歳,100未満,107839
神奈川県,女,70～74歳,126以上,4790
神奈川県,女,70～74歳,110以上126未満,8228
神奈川県,女,70～74歳,100以上110未満,16030
神奈川県,女,70～74歳,100未満,52337
新潟県,女,70～74歳,126以上,1219
新潟県,女,70～74歳,110以上126未満,2260
新潟県,女,70～74歳,100以上110未満,4628
新潟県,女,70～74歳,100未満,12178
富山県,女,70～74歳,126以上,313
富山県,女,70～74歳,110以上126未満,519
富山県,女,70～74歳,100以上110未満,942
富山県,女,70～74歳,100未満,1623
石川県,女,70～74歳,126以上,599
石川県,女,70～74歳,110以上126未満,1120
石川県,女,70～74歳,100以上110未満,1863
石川県,女,70～74歳,100未満,7937
福井県,女,70～74歳,126以上,262
福井県,女,70～74歳,110以上126未満,480
福井県,女,70～74歳,100以上110未満,927
福井県,女,70～74歳,100未満,3015
山梨県,女,70～74歳,126以上,905
山梨県,女,70～74歳,110以上126未満,1530
山梨県,女,70～74歳,100以上110未満,3146
山梨県,女,70～74歳,100未満,8603
長野県,女,70～74歳,126以上,1381
長野県,女,70～74歳,110以上126未満,2880
長野県,女,70～74歳,100以上110未満,5914
長野県,女,70～74歳,100未満,17782
岐阜県,女,70～74歳,126以上,1146
岐阜県,女,70～74歳,110以上126未満,1819
岐阜県,女,70～74歳,100以上110未満,3572
岐阜県,女,70～74歳,100未満,15922
静岡県,女,70～74歳,126以上,2121
静岡県,女,70～74歳,110以上126未満,3636
静岡県,女,70～74歳,100以上110未満,7074
静岡県,女,70～74歳,100未満,24539
愛知県,女,70～74歳,126以上,4560
愛知県,女,70～74歳,110以上126未満,6855
愛知県,女,70～74歳,100以上110未満,12692
愛知県,女,70～74歳,100未満,43918
三重県,女,70～74歳,126以上,1272
三重県,女,70～74歳,110以上126未満,1918
三重県,女,70～74歳,100以上110未満,3584
三重県,女,70～74歳,100未満,13339
滋賀県,女,70～74歳,126以上,653
滋賀県,女,70～74歳,110以上126未満,1124
滋賀県,女,70～74歳,100以上110未満,2039
滋賀県,女,70～74歳,100未満,9040
京都府,女,70～74歳,126以上,1429
京都府,女,70～74歳,110以上126未満,2407
京都府,女,70～74歳,100以上110未満,4692
京都府,女,70～74歳,100未満,16574
大阪府,女,70～74歳,126以上,6357
大阪府,女,70～74歳,110以上126未満,9484
大阪府,女,70～74歳,100以上110未満,18270
大阪府,女,70～74歳,100未満,64662
兵庫県,女,70～74歳,126以上,3602
兵庫県,女,70～74歳,110以上126未満,6305
兵庫県,女,70～74歳,100以上110未満,13012
兵庫県,女,70～74歳,100未満,39508
奈良県,女,70～74歳,126以上,853
奈良県,女,70～74歳,110以上126未満,1382
奈良県,女,70～74歳,100以上110未満,2707
奈良県,女,70～74歳,100未満,12654
和歌山県,女,70～74歳,126以上,662
和歌山県,女,70～74歳,110以上126未満,1103
和歌山県,女,70～74歳,100以上110未満,2218
和歌山県,女,70～74歳,100未満,7102
鳥取県,女,70～74歳,126以上,307
鳥取県,女,70～74歳,110以上126未満,583
鳥取県,女,70～74歳,100以上110未満,1055
鳥取県,女,70～74歳,100未満,3163
島根県,女,70～74歳,126以上,730
島根県,女,70～74歳,110以上126未満,1327
島根県,女,70～74歳,100以上110未満,2423
島根県,女,70～74歳,100未満,7253
岡山県,女,70～74歳,126以上,1081
岡山県,女,70～74歳,110以上126未満,1990
岡山県,女,70～74歳,100以上110未満,3844
岡山県,女,70～74歳,100未満,10005
広島県,女,70～74歳,126以上,1742
広島県,女,70～74歳,110以上126未満,3057
広島県,女,70～74歳,100以上110未満,5658
広島県,女,70～74歳,100未満,15465
山口県,女,70～74歳,126以上,1000
山口県,女,70～74歳,110以上126未満,1652
山口県,女,70～74歳,100以上110未満,3276
山口県,女,70～74歳,100未満,11847
徳島県,女,70～74歳,126以上,535
徳島県,女,70～74歳,110以上126未満,954
徳島県,女,70～74歳,100以上110未満,1909
徳島県,女,70～74歳,100未満,6623
香川県,女,70～74歳,126以上,335
香川県,女,70～74歳,110以上126未満,616
香川県,女,70～74歳,100以上110未満,1162
香川県,女,70～74歳,100未満,2209
愛媛県,女,70～74歳,126以上,673
愛媛県,女,70～74歳,110以上126未満,1369
愛媛県,女,70～74歳,100以上110未満,2837
愛媛県,女,70～74歳,100未満,6818
高知県,女,70～74歳,126以上,111
高知県,女,70～74歳,110以上126未満,167
高知県,女,70～74歳,100以上110未満,295
高知県,女,70～74歳,100未満,520
福岡県,女,70～74歳,126以上,3398
福岡県,女,70～74歳,110以上126未満,5546
福岡県,女,70～74歳,100以上110未満,10429
福岡県,女,70～74歳,100未満,38775
佐賀県,女,70～74歳,126以上,723
佐賀県,女,70～74歳,110以上126未満,1398
佐賀県,女,70～74歳,100以上110未満,2546
佐賀県,女,70～74歳,100未満,7422
長崎県,女,70～74歳,126以上,1114
長崎県,女,70～74歳,110以上126未満,1807
長崎県,女,70～74歳,100以上110未満,3327
長崎県,女,70～74歳,100未満,13359
熊本県,女,70～74歳,126以上,1482
熊本県,女,70～74歳,110以上126未満,2641
熊本県,女,70～74歳,100以上110未満,5222
熊本県,女,70～74歳,100未満,16406
大分県,女,70～74歳,126以上,1094
大分県,女,70～74歳,110以上126未満,1879
大分県,女,70～74歳,100以上110未満,3730
大分県,女,70～74歳,100未満,10658
宮崎県,女,70～74歳,126以上,928
宮崎県,女,70～74歳,110以上126未満,1759
宮崎県,女,70～74歳,100以上110未満,3230
宮崎県,女,70～74歳,100未満,11792
鹿児島県,女,70～74歳,126以上,2053
鹿児島県,女,70～74歳,110以上126未満,3355
鹿児島県,女,70～74歳,100以上110未満,5631
鹿児島県,女,70～74歳,100未満,18434
沖縄県,女,70～74歳,126以上,1048
沖縄県,女,70～74歳,110以上126未満,1377
沖縄県,女,70～74歳,100以上110未満,2718
沖縄県,女,70～74歳,100未満,9084
