地域,性別,年齢層,検査値範囲,人数
静岡県,男,50～54歳,1.0未満,5834
愛知県,男,50～54歳,2.5以上,72
愛知県,男,50～54歳,2.0以上2.5未満,15
愛知県,男,50～54歳,1.5以上2.0未満,65
愛知県,男,50～54歳,1.0以上1.5未満,5579
愛知県,男,50～54歳,1.0未満,27192
三重県,男,50～54歳,2.5以上,15
三重県,男,50～54歳,2.0以上2.5未満,-
三重県,男,50～54歳,1.5以上2.0未満,-
三重県,男,50～54歳,1.0以上1.5未満,853
三重県,男,50～54歳,1.0未満,3901
滋賀県,男,50～54歳,2.5以上,-
滋賀県,男,50～54歳,2.0以上2.5未満,-
滋賀県,男,50～54歳,1.5以上2.0未満,12
滋賀県,男,50～54歳,1.0以上1.5未満,730
滋賀県,男,50～54歳,1.0未満,4748
京都府,男,50～54歳,2.5以上,-
京都府,男,50～54歳,2.0以上2.5未満,-
京都府,男,50～54歳,1.5以上2.0未満,13
京都府,男,50～54歳,1.0以上1.5未満,968
京都府,男,50～54歳,1.0未満,4604
大阪府,男,50～54歳,2.5以上,52
大阪府,男,50～54歳,2.0以上2.5未満,16
大阪府,男,50～54歳,1.5以上2.0未満,53
大阪府,男,50～54歳,1.0以上1.5未満,4291
大阪府,男,50～54歳,1.0未満,22820
兵庫県,男,50～54歳,2.5以上,33
兵庫県,男,50～54歳,2.0以上2.5未満,-
兵庫県,男,50～54歳,1.5以上2.0未満,21
兵庫県,男,50～54歳,1.0以上1.5未満,2416
兵庫県,男,50～54歳,1.0未満,12277
奈良県,男,50～54歳,2.5以上,-
奈良県,男,50～54歳,2.0以上2.5未満,-
奈良県,男,50～54歳,1.5以上2.0未満,-
奈良県,男,50～54歳,1.0以上1.5未満,601
奈良県,男,50～54歳,1.0未満,2716
和歌山県,男,50～54歳,2.5以上,-
和歌山県,男,50～54歳,2.0以上2.5未満,-
和歌山県,男,50～54歳,1.5以上2.0未満,-
和歌山県,男,50～54歳,1.0以上1.5未満,354
和歌山県,男,50～54歳,1.0未満,1294
鳥取県,男,50～54歳,2.5以上,-
鳥取県,男,50～54歳,2.0以上2.5未満,-
鳥取県,男,50～54歳,1.5以上2.0未満,-
鳥取県,男,50～54歳,1.0以上1.5未満,81
鳥取県,男,50～54歳,1.0未満,328
島根県,男,50～54歳,2.5以上,-
島根県,男,50～54歳,2.0以上2.5未満,-
島根県,男,50～54歳,1.5以上2.0未満,-
島根県,男,50～54歳,1.0以上1.5未満,197
島根県,男,50～54歳,1.0未満,787
岡山県,男,50～54歳,2.5以上,-
岡山県,男,50～54歳,2.0以上2.5未満,-
岡山県,男,50～54歳,1.5以上2.0未満,-
岡山県,男,50～54歳,1.0以上1.5未満,674
岡山県,男,50～54歳,1.0未満,2896
広島県,男,50～54歳,2.5以上,-
広島県,男,50～54歳,2.0以上2.5未満,-
広島県,男,50～54歳,1.5以上2.0未満,13
広島県,男,50～54歳,1.0以上1.5未満,870
広島県,男,50～54歳,1.0未満,3747
山口県,男,50～54歳,2.5以上,-
山口県,男,50～54歳,2.0以上2.5未満,-
山口県,男,50～54歳,1.5以上2.0未満,-
山口県,男,50～54歳,1.0以上1.5未満,739
山口県,男,50～54歳,1.0未満,2743
徳島県,男,50～54歳,2.5以上,-
徳島県,男,50～54歳,2.0以上2.5未満,-
徳島県,男,50～54歳,1.5以上2.0未満,-
徳島県,男,50～54歳,1.0以上1.5未満,219
徳島県,男,50～54歳,1.0未満,1036
香川県,男,50～54歳,2.5以上,-
香川県,男,50～54歳,2.0以上2.5未満,-
香川県,男,50～54歳,1.5以上2.0未満,-
香川県,男,50～54歳,1.0以上1.5未満,419
香川県,男,50～54歳,1.0未満,1896
愛媛県,男,50～54歳,2.5以上,-
愛媛県,男,50～54歳,2.0以上2.5未満,-
愛媛県,男,50～54歳,1.5以上2.0未満,-
愛媛県,男,50～54歳,1.0以上1.5未満,703
愛媛県,男,50～54歳,1.0未満,2872
高知県,男,50～54歳,2.5以上,-
高知県,男,50～54歳,2.0以上2.5未満,-
高知県,男,50～54歳,1.5以上2.0未満,-
高知県,男,50～54歳,1.0以上1.5未満,302
高知県,男,50～54歳,1.0未満,1009
福岡県,男,50～54歳,2.5以上,28
福岡県,男,50～54歳,2.0以上2.5未満,-
福岡県,男,50～54歳,1.5以上2.0未満,35
福岡県,男,50～54歳,1.0以上1.5未満,2164
福岡県,男,50～54歳,1.0未満,11057
佐賀県,男,50～54歳,2.5以上,-
佐賀県,男,50～54歳,2.0以上2.5未満,-
佐賀県,男,50～54歳,1.5以上2.0未満,-
佐賀県,男,50～54歳,1.0以上1.5未満,311
佐賀県,男,50～54歳,1.0未満,1591
長崎県,男,50～54歳,2.5以上,-
長崎県,男,50～54歳,2.0以上2.5未満,-
長崎県,男,50～54歳,1.5以上2.0未満,-
長崎県,男,50～54歳,1.0以上1.5未満,309
長崎県,男,50～54歳,1.0未満,1675
熊本県,男,50～54歳,2.5以上,-
熊本県,男,50～54歳,2.0以上2.5未満,-
熊本県,男,50～54歳,1.5以上2.0未満,-
熊本県,男,50～54歳,1.0以上1.5未満,638
熊本県,男,50～54歳,1.0未満,2453
大分県,男,50～54歳,2.5以上,-
大分県,男,50～54歳,2.0以上2.5未満,-
大分県,男,50～54歳,1.5以上2.0未満,-
大分県,男,50～54歳,1.0以上1.5未満,599
大分県,男,50～54歳,1.0未満,1640
宮崎県,男,50～54歳,2.5以上,-
宮崎県,男,50～54歳,2.0以上2.5未満,-
宮崎県,男,50～54歳,1.5以上2.0未満,-
宮崎県,男,50～54歳,1.0以上1.5未満,367
宮崎県,男,50～54歳,1.0未満,2052
鹿児島県,男,50～54歳,2.5以上,-
鹿児島県,男,50～54歳,2.0以上2.5未満,-
鹿児島県,男,50～54歳,1.5以上2.0未満,-
鹿児島県,男,50～54歳,1.0以上1.5未満,516
鹿児島県,男,50～54歳,1.0未満,2444
沖縄県,男,50～54歳,2.5以上,-
沖縄県,男,50～54歳,2.0以上2.5未満,-
沖縄県,男,50～54歳,1.5以上2.0未満,-
沖縄県,男,50～54歳,1.0以上1.5未満,568
沖縄県,男,50～54歳,1.0未満,1853
北海道,男,55～59歳,2.5以上,31
北海道,男,55～59歳,2.0以上2.5未満,12
北海道,男,55～59歳,1.5以上2.0未満,22
北海道,男,55～59歳,1.0以上1.5未満,1723
北海道,男,55～59歳,1.0未満,7104
青森県,男,55～59歳,2.5以上,-
青森県,男,55～59歳,2.0以上2.5未満,-
青森県,男,55～59歳,1.5以上2.0未満,-
青森県,男,55～59歳,1.0以上1.5未満,370
青森県,男,55～59歳,1.0未満,1708
岩手県,男,55～59歳,2.5以上,-
岩手県,男,55～59歳,2.0以上2.5未満,-
岩手県,男,55～59歳,1.5以上2.0未満,10
岩手県,男,55～59歳,1.0以上1.5未満,481
岩手県,男,55～59歳,1.0未満,1826
宮城県,男,55～59歳,2.5以上,15
宮城県,男,55～59歳,2.0以上2.5未満,-
宮城県,男,55～59歳,1.5以上2.0未満,13
宮城県,男,55～59歳,1.0以上1.5未満,831
宮城県,男,55～59歳,1.0未満,4040
秋田県,男,55～59歳,2.5以上,-
秋田県,男,55～59歳,2.0以上2.5未満,-
秋田県,男,55～59歳,1.5以上2.0未満,-
秋田県,男,55～59歳,1.0以上1.5未満,285
秋田県,男,55～59歳,1.0未満,1043
山形県,男,55～59歳,2.5以上,-
山形県,男,55～59歳,2.0以上2.5未満,-
山形県,男,55～59歳,1.5以上2.0未満,-
山形県,男,55～59歳,1.0以上1.5未満,336
山形県,男,55～59歳,1.0未満,1601
福島県,男,55～59歳,2.5以上,-
福島県,男,55～59歳,2.0以上2.5未満,-
福島県,男,55～59歳,1.5以上2.0未満,-
福島県,男,55～59歳,1.0以上1.5未満,440
福島県,男,55～59歳,1.0未満,1986
茨城県,男,55～59歳,2.5以上,26
茨城県,男,55～59歳,2.0以上2.5未満,-
茨城県,男,55～59歳,1.5以上2.0未満,20
茨城県,男,55～59歳,1.0以上1.5未満,1322
茨城県,男,55～59歳,1.0未満,5196
栃木県,男,55～59歳,2.5以上,12
栃木県,男,55～59歳,2.0以上2.5未満,-
栃木県,男,55～59歳,1.5以上2.0未満,-
栃木県,男,55～59歳,1.0以上1.5未満,668
栃木県,男,55～59歳,1.0未満,3251
群馬県,男,55～59歳,2.5以上,-
群馬県,男,55～59歳,2.0以上2.5未満,-
群馬県,男,55～59歳,1.5以上2.0未満,-
群馬県,男,55～59歳,1.0以上1.5未満,651
群馬県,男,55～59歳,1.0未満,2015
埼玉県,男,55～59歳,2.5以上,38
埼玉県,男,55～59歳,2.0以上2.5未満,-
埼玉県,男,55～59歳,1.5以上2.0未満,40
埼玉県,男,55～59歳,1.0以上1.5未満,2563
埼玉県,男,55～59歳,1.0未満,10844
千葉県,男,55～59歳,2.5以上,39
千葉県,男,55～59歳,2.0以上2.5未満,-
千葉県,男,55～59歳,1.5以上2.0未満,36
千葉県,男,55～59歳,1.0以上1.5未満,2613
千葉県,男,55～59歳,1.0未満,10748
東京都,男,55～59歳,2.5以上,101
東京都,男,55～59歳,2.0以上2.5未満,32
東京都,男,55～59歳,1.5以上2.0未満,99
東京都,男,55～59歳,1.0以上1.5未満,7365
東京都,男,55～59歳,1.0未満,32341
神奈川県,男,55～59歳,2.5以上,60
神奈川県,男,55～59歳,2.0以上2.5未満,19
神奈川県,男,55～59歳,1.5以上2.0未満,78
神奈川県,男,55～59歳,1.0以上1.5未満,5538
神奈川県,男,55～59歳,1.0未満,21039
新潟県,男,55～59歳,2.5以上,-
新潟県,男,55～59歳,2.0以上2.5未満,-
新潟県,男,55～59歳,1.5以上2.0未満,-
新潟県,男,55～59歳,1.0以上1.5未満,421
新潟県,男,55～59歳,1.0未満,2197
富山県,男,55～59歳,2.5以上,-
富山県,男,55～59歳,2.0以上2.5未満,-
富山県,男,55～59歳,1.5以上2.0未満,-
富山県,男,55～59歳,1.0以上1.5未満,320
富山県,男,55～59歳,1.0未満,1145
石川県,男,55～59歳,2.5以上,-
石川県,男,55～59歳,2.0以上2.5未満,-
石川県,男,55～59歳,1.5以上2.0未満,-
石川県,男,55～59歳,1.0以上1.5未満,507
石川県,男,55～59歳,1.0未満,1777
福井県,男,55～59歳,2.5以上,-
福井県,男,55～59歳,2.0以上2.5未満,-
福井県,男,55～59歳,1.5以上2.0未満,-
福井県,男,55～59歳,1.0以上1.5未満,189
福井県,男,55～59歳,1.0未満,680
山梨県,男,55～59歳,2.5以上,-
山梨県,男,55～59歳,2.0以上2.5未満,-
山梨県,男,55～59歳,1.5以上2.0未満,-
山梨県,男,55～59歳,1.0以上1.5未満,210
山梨県,男,55～59歳,1.0未満,775
長野県,男,55～59歳,2.5以上,14
長野県,男,55～59歳,2.0以上2.5未満,-
長野県,男,55～59歳,1.5以上2.0未満,15
長野県,男,55～59歳,1.0以上1.5未満,1153
長野県,男,55～59歳,1.0未満,3903
岐阜県,男,55～59歳,2.5以上,10
岐阜県,男,55～59歳,2.0以上2.5未満,-
岐阜県,男,55～59歳,1.5以上2.0未満,-
岐阜県,男,55～59歳,1.0以上1.5未満,506
岐阜県,男,55～59歳,1.0未満,2037
静岡県,男,55～59歳,2.5以上,20
静岡県,男,55～59歳,2.0以上2.5未満,-
静岡県,男,55～59歳,1.5以上2.0未満,15
静岡県,男,55～59歳,1.0以上1.5未満,1228
静岡県,男,55～59歳,1.0未満,4417
愛知県,男,55～59歳,2.5以上,72
愛知県,男,55～59歳,2.0以上2.5未満,14
愛知県,男,55～59歳,1.5以上2.0未満,87
愛知県,男,55～59歳,1.0以上1.5未満,5136
愛知県,男,55～59歳,1.0未満,22108
三重県,男,55～59歳,2.5以上,-
三重県,男,55～59歳,2.0以上2.5未満,-
三重県,男,55～59歳,1.5以上2.0未満,18
三重県,男,55～59歳,1.0以上1.5未満,654
三重県,男,55～59歳,1.0未満,2796
滋賀県,男,55～59歳,2.5以上,11
滋賀県,男,55～59歳,2.0以上2.5未満,-
滋賀県,男,55～59歳,1.5以上2.0未満,12
滋賀県,男,55～59歳,1.0以上1.5未満,704
滋賀県,男,55～59歳,1.0未満,3628
京都府,男,55～59歳,2.5以上,12
京都府,男,55～59歳,2.0以上2.5未満,-
京都府,男,55～59歳,1.5以上2.0未満,15
京都府,男,55～59歳,1.0以上1.5未満,817
京都府,男,55～59歳,1.0未満,3581
大阪府,男,55～59歳,2.5以上,62
大阪府,男,55～59歳,2.0以上2.5未満,15
大阪府,男,55～59歳,1.5以上2.0未満,50
大阪府,男,55～59歳,1.0以上1.5未満,3847
大阪府,男,55～59歳,1.0未満,17013
兵庫県,男,55～59歳,2.5以上,31
兵庫県,男,55～59歳,2.0以上2.5未満,-
兵庫県,男,55～59歳,1.5以上2.0未満,32
兵庫県,男,55～59歳,1.0以上1.5未満,2075
兵庫県,男,55～59歳,1.0未満,9459
奈良県,男,55～59歳,2.5以上,-
奈良県,男,55～59歳,2.0以上2.5未満,-
奈良県,男,55～59歳,1.5以上2.0未満,12
奈良県,男,55～59歳,1.0以上1.5未満,577
奈良県,男,55～59歳,1.0未満,2162
和歌山県,男,55～59歳,2.5以上,-
和歌山県,男,55～59歳,2.0以上2.5未満,-
和歌山県,男,55～59歳,1.5以上2.0未満,-
和歌山県,男,55～59歳,1.0以上1.5未満,363
和歌山県,男,55～59歳,1.0未満,1100
鳥取県,男,55～59歳,2.5以上,-
鳥取県,男,55～59歳,2.0以上2.5未満,-
鳥取県,男,55～59歳,1.5以上2.0未満,-
鳥取県,男,55～59歳,1.0以上1.5未満,73
鳥取県,男,55～59歳,1.0未満,290
島根県,男,55～59歳,2.5以上,-
島根県,男,55～59歳,2.0以上2.5未満,-
島根県,男,55～59歳,1.5以上2.0未満,-
島根県,男,55～59歳,1.0以上1.5未満,179
島根県,男,55～59歳,1.0未満,672
岡山県,男,55～59歳,2.5以上,-
岡山県,男,55～59歳,2.0以上2.5未満,-
岡山県,男,55～59歳,1.5以上2.0未満,-
岡山県,男,55～59歳,1.0以上1.5未満,566
岡山県,男,55～59歳,1.0未満,2028
広島県,男,55～59歳,2.5以上,14
広島県,男,55～59歳,2.0以上2.5未満,-
広島県,男,55～59歳,1.5以上2.0未満,-
広島県,男,55～59歳,1.0以上1.5未満,679
広島県,男,55～59歳,1.0未満,2796
山口県,男,55～59歳,2.5以上,-
山口県,男,55～59歳,2.0以上2.5未満,-
山口県,男,55～59歳,1.5以上2.0未満,-
山口県,男,55～59歳,1.0以上1.5未満,617
山口県,男,55～59歳,1.0未満,2077
徳島県,男,55～59歳,2.5以上,-
徳島県,男,55～59歳,2.0以上2.5未満,-
徳島県,男,55～59歳,1.5以上2.0未満,-
徳島県,男,55～59歳,1.0以上1.5未満,220
徳島県,男,55～59歳,1.0未満,775
香川県,男,55～59歳,2.5以上,-
香川県,男,55～59歳,2.0以上2.5未満,-
香川県,男,55～59歳,1.5以上2.0未満,-
香川県,男,55～59歳,1.0以上1.5未満,371
香川県,男,55～59歳,1.0未満,1418
愛媛県,男,55～59歳,2.5以上,11
愛媛県,男,55～59歳,2.0以上2.5未満,-
愛媛県,男,55～59歳,1.5以上2.0未満,13
愛媛県,男,55～59歳,1.0以上1.5未満,658
愛媛県,男,55～59歳,1.0未満,2446
高知県,男,55～59歳,2.5以上,-
高知県,男,55～59歳,2.0以上2.5未満,-
高知県,男,55～59歳,1.5以上2.0未満,-
高知県,男,55～59歳,1.0以上1.5未満,219
高知県,男,55～59歳,1.0未満,813
福岡県,男,55～59歳,2.5以上,25
福岡県,男,55～59歳,2.0以上2.5未満,-
福岡県,男,55～59歳,1.5以上2.0未満,41
福岡県,男,55～59歳,1.0以上1.5未満,2034
福岡県,男,55～59歳,1.0未満,8522
佐賀県,男,55～59歳,2.5以上,-
佐賀県,男,55～59歳,2.0以上2.5未満,-
佐賀県,男,55～59歳,1.5以上2.0未満,-
佐賀県,男,55～59歳,1.0以上1.5未満,312
佐賀県,男,55～59歳,1.0未満,1300
長崎県,男,55～59歳,2.5以上,-
長崎県,男,55～59歳,2.0以上2.5未満,-
長崎県,男,55～59歳,1.5以上2.0未満,-
長崎県,男,55～59歳,1.0以上1.5未満,275
長崎県,男,55～59歳,1.0未満,1238
熊本県,男,55～59歳,2.5以上,-
熊本県,男,55～59歳,2.0以上2.5未満,-
熊本県,男,55～59歳,1.5以上2.0未満,-
熊本県,男,55～59歳,1.0以上1.5未満,605
熊本県,男,55～59歳,1.0未満,2109
大分県,男,55～59歳,2.5以上,-
大分県,男,55～59歳,2.0以上2.5未満,-
大分県,男,55～59歳,1.5以上2.0未満,-
大分県,男,55～59歳,1.0以上1.5未満,503
大分県,男,55～59歳,1.0未満,1192
宮崎県,男,55～59歳,2.5以上,-
宮崎県,男,55～59歳,2.0以上2.5未満,-
宮崎県,男,55～59歳,1.5以上2.0未満,-
宮崎県,男,55～59歳,1.0以上1.5未満,371
宮崎県,男,55～59歳,1.0未満,1647
鹿児島県,男,55～59歳,2.5以上,10
鹿児島県,男,55～59歳,2.0以上2.5未満,-
鹿児島県,男,55～59歳,1.5以上2.0未満,10
鹿児島県,男,55～59歳,1.0以上1.5未満,565
鹿児島県,男,55～59歳,1.0未満,2535
沖縄県,男,55～59歳,2.5以上,-
沖縄県,男,55～59歳,2.0以上2.5未満,-
沖縄県,男,55～59歳,1.5以上2.0未満,11
沖縄県,男,55～59歳,1.0以上1.5未満,432
沖縄県,男,55～59歳,1.0未満,1473
北海道,男,60～64歳,2.5以上,18
北海道,男,60～64歳,2.0以上2.5未満,-
北海道,男,60～64歳,1.5以上2.0未満,38
北海道,男,60～64歳,1.0以上1.5未満,1409
北海道,男,60～64歳,1.0未満,5463
青森県,男,60～64歳,2.5以上,-
青森県,男,60～64歳,2.0以上2.5未満,-
青森県,男,60～64歳,1.5以上2.0未満,-
青森県,男,60～64歳,1.0以上1.5未満,246
青森県,男,60～64歳,1.0未満,1013
岩手県,男,60～64歳,2.5以上,-
岩手県,男,60～64歳,2.0以上2.5未満,-
岩手県,男,60～64歳,1.5以上2.0未満,-
岩手県,男,60～64歳,1.0以上1.5未満,315
岩手県,男,60～64歳,1.0未満,1259
宮城県,男,60～64歳,2.5以上,10
宮城県,男,60～64歳,2.0以上2.5未満,-
宮城県,男,60～64歳,1.5以上2.0未満,20
宮城県,男,60～64歳,1.0以上1.5未満,688
宮城県,男,60～64歳,1.0未満,2905
秋田県,男,60～64歳,2.5以上,-
秋田県,男,60～64歳,2.0以上2.5未満,-
秋田県,男,60～64歳,1.5以上2.0未満,-
秋田県,男,60～64歳,1.0以上1.5未満,228
秋田県,男,60～64歳,1.0未満,792
山形県,男,60～64歳,2.5以上,-
山形県,男,60～64歳,2.0以上2.5未満,-
山形県,男,60～64歳,1.5以上2.0未満,-
山形県,男,60～64歳,1.0以上1.5未満,198
山形県,男,60～64歳,1.0未満,869
福島県,男,60～64歳,2.5以上,-
福島県,男,60～64歳,2.0以上2.5未満,-
福島県,男,60～64歳,1.5以上2.0未満,-
福島県,男,60～64歳,1.0以上1.5未満,301
福島県,男,60～64歳,1.0未満,1331
茨城県,男,60～64歳,2.5以上,22
茨城県,男,60～64歳,2.0以上2.5未満,-
茨城県,男,60～64歳,1.5以上2.0未満,19
茨城県,男,60～64歳,1.0以上1.5未満,817
茨城県,男,60～64歳,1.0未満,3181
栃木県,男,60～64歳,2.5以上,11
栃木県,男,60～64歳,2.0以上2.5未満,-
栃木県,男,60～64歳,1.5以上2.0未満,-
栃木県,男,60～64歳,1.0以上1.5未満,456
栃木県,男,60～64歳,1.0未満,2024
群馬県,男,60～64歳,2.5以上,-
群馬県,男,60～64歳,2.0以上2.5未満,-
群馬県,男,60～64歳,1.5以上2.0未満,-
群馬県,男,60～64歳,1.0以上1.5未満,382
群馬県,男,60～64歳,1.0未満,1086
埼玉県,男,60～64歳,2.5以上,26
埼玉県,男,60～64歳,2.0以上2.5未満,-
埼玉県,男,60～64歳,1.5以上2.0未満,33
埼玉県,男,60～64歳,1.0以上1.5未満,1807
埼玉県,男,60～64歳,1.0未満,6945
千葉県,男,60～64歳,2.5以上,26
千葉県,男,60～64歳,2.0以上2.5未満,-
千葉県,男,60～64歳,1.5以上2.0未満,44
千葉県,男,60～64歳,1.0以上1.5未満,1725
千葉県,男,60～64歳,1.0未満,6611
東京都,男,60～64歳,2.5以上,72
東京都,男,60～64歳,2.0以上2.5未満,26
東京都,男,60～64歳,1.5以上2.0未満,114
東京都,男,60～64歳,1.0以上1.5未満,4720
東京都,男,60～64歳,1.0未満,18718
神奈川県,男,60～64歳,2.5以上,39
神奈川県,男,60～64歳,2.0以上2.5未満,10
神奈川県,男,60～64歳,1.5以上2.0未満,77
神奈川県,男,60～64歳,1.0以上1.5未満,3434
神奈川県,男,60～64歳,1.0未満,12087
新潟県,男,60～64歳,2.5以上,-
新潟県,男,60～64歳,2.0以上2.5未満,-
新潟県,男,60～64歳,1.5以上2.0未満,11
新潟県,男,60～64歳,1.0以上1.5未満,294
新潟県,男,60～64歳,1.0未満,1374
富山県,男,60～64歳,2.5以上,-
富山県,男,60～64歳,2.0以上2.5未満,-
富山県,男,60～64歳,1.5以上2.0未満,-
富山県,男,60～64歳,1.0以上1.5未満,212
富山県,男,60～64歳,1.0未満,682
石川県,男,60～64歳,2.5以上,-
石川県,男,60～64歳,2.0以上2.5未満,-
石川県,男,60～64歳,1.5以上2.0未満,-
石川県,男,60～64歳,1.0以上1.5未満,374
石川県,男,60～64歳,1.0未満,1144
福井県,男,60～64歳,2.5以上,-
福井県,男,60～64歳,2.0以上2.5未満,-
福井県,男,60～64歳,1.5以上2.0未満,-
福井県,男,60～64歳,1.0以上1.5未満,131
福井県,男,60～64歳,1.0未満,375
山梨県,男,60～64歳,2.5以上,-
山梨県,男,60～64歳,2.0以上2.5未満,-
山梨県,男,60～64歳,1.5以上2.0未満,-
山梨県,男,60～64歳,1.0以上1.5未満,133
山梨県,男,60～64歳,1.0未満,454
長野県,男,60～64歳,2.5以上,13
長野県,男,60～64歳,2.0以上2.5未満,-
長野県,男,60～64歳,1.5以上2.0未満,20
長野県,男,60～64歳,1.0以上1.5未満,749
長野県,男,60～64歳,1.0未満,2451
岐阜県,男,60～64歳,2.5以上,-
岐阜県,男,60～64歳,2.0以上2.5未満,-
岐阜県,男,60～64歳,1.5以上2.0未満,10
岐阜県,男,60～64歳,1.0以上1.5未満,368
岐阜県,男,60～64歳,1.0未満,1369
静岡県,男,60～64歳,2.5以上,15
静岡県,男,60～64歳,2.0以上2.5未満,-
静岡県,男,60～64歳,1.5以上2.0未満,19
静岡県,男,60～64歳,1.0以上1.5未満,863
静岡県,男,60～64歳,1.0未満,2917
愛知県,男,60～64歳,2.5以上,51
愛知県,男,60～64歳,2.0以上2.5未満,13
愛知県,男,60～64歳,1.5以上2.0未満,77
愛知県,男,60～64歳,1.0以上1.5未満,3571
愛知県,男,60～64歳,1.0未満,14003
三重県,男,60～64歳,2.5以上,-
三重県,男,60～64歳,2.0以上2.5未満,-
三重県,男,60～64歳,1.5以上2.0未満,10
三重県,男,60～64歳,1.0以上1.5未満,479
三重県,男,60～64歳,1.0未満,1828
滋賀県,男,60～64歳,2.5以上,-
滋賀県,男,60～64歳,2.0以上2.5未満,-
滋賀県,男,60～64歳,1.5以上2.0未満,-
滋賀県,男,60～64歳,1.0以上1.5未満,528
滋賀県,男,60～64歳,1.0未満,2500
京都府,男,60～64歳,2.5以上,-
京都府,男,60～64歳,2.0以上2.5未満,-
京都府,男,60～64歳,1.5以上2.0未満,14
京都府,男,60～64歳,1.0以上1.5未満,611
京都府,男,60～64歳,1.0未満,2228
大阪府,男,60～64歳,2.5以上,41
大阪府,男,60～64歳,2.0以上2.5未満,13
大阪府,男,60～64歳,1.5以上2.0未満,69
大阪府,男,60～64歳,1.0以上1.5未満,2681
大阪府,男,60～64歳,1.0未満,10683
兵庫県,男,60～64歳,2.5以上,31
兵庫県,男,60～64歳,2.0以上2.5未満,10
兵庫県,男,60～64歳,1.5以上2.0未満,35
兵庫県,男,60～64歳,1.0以上1.5未満,1571
兵庫県,男,60～64歳,1.0未満,6592
奈良県,男,60～64歳,2.5以上,-
奈良県,男,60～64歳,2.0以上2.5未満,-
奈良県,男,60～64歳,1.5以上2.0未満,-
奈良県,男,60～64歳,1.0以上1.5未満,413
奈良県,男,60～64歳,1.0未満,1431
和歌山県,男,60～64歳,2.5以上,-
和歌山県,男,60～64歳,2.0以上2.5未満,-
和歌山県,男,60～64歳,1.5以上2.0未満,-
和歌山県,男,60～64歳,1.0以上1.5未満,201
和歌山県,男,60～64歳,1.0未満,721
鳥取県,男,60～64歳,2.5以上,-
鳥取県,男,60～64歳,2.0以上2.5未満,-
鳥取県,男,60～64歳,1.5以上2.0未満,-
鳥取県,男,60～64歳,1.0以上1.5未満,51
鳥取県,男,60～64歳,1.0未満,219
島根県,男,60～64歳,2.5以上,-
島根県,男,60～64歳,2.0以上2.5未満,-
島根県,男,60～64歳,1.5以上2.0未満,-
島根県,男,60～64歳,1.0以上1.5未満,117
島根県,男,60～64歳,1.0未満,394
岡山県,男,60～64歳,2.5以上,-
岡山県,男,60～64歳,2.0以上2.5未満,-
岡山県,男,60～64歳,1.5以上2.0未満,-
岡山県,男,60～64歳,1.0以上1.5未満,312
岡山県,男,60～64歳,1.0未満,1129
広島県,男,60～64歳,2.5以上,-
広島県,男,60～64歳,2.0以上2.5未満,-
広島県,男,60～64歳,1.5以上2.0未満,-
広島県,男,60～64歳,1.0以上1.5未満,443
広島県,男,60～64歳,1.0未満,1729
山口県,男,60～64歳,2.5以上,-
山口県,男,60～64歳,2.0以上2.5未満,-
山口県,男,60～64歳,1.5以上2.0未満,10
山口県,男,60～64歳,1.0以上1.5未満,368
山口県,男,60～64歳,1.0未満,1308
徳島県,男,60～64歳,2.5以上,-
徳島県,男,60～64歳,2.0以上2.5未満,-
徳島県,男,60～64歳,1.5以上2.0未満,-
徳島県,男,60～64歳,1.0以上1.5未満,179
徳島県,男,60～64歳,1.0未満,606
香川県,男,60～64歳,2.5以上,-
香川県,男,60～64歳,2.0以上2.5未満,-
香川県,男,60～64歳,1.5以上2.0未満,-
香川県,男,60～64歳,1.0以上1.5未満,223
香川県,男,60～64歳,1.0未満,866
愛媛県,男,60～64歳,2.5以上,-
愛媛県,男,60～64歳,2.0以上2.5未満,-
愛媛県,男,60～64歳,1.5以上2.0未満,11
愛媛県,男,60～64歳,1.0以上1.5未満,452
愛媛県,男,60～64歳,1.0未満,1415
高知県,男,60～64歳,2.5以上,-
高知県,男,60～64歳,2.0以上2.5未満,-
高知県,男,60～64歳,1.5以上2.0未満,-
高知県,男,60～64歳,1.0以上1.5未満,148
高知県,男,60～64歳,1.0未満,493
福岡県,男,60～64歳,2.5以上,20
福岡県,男,60～64歳,2.0以上2.5未満,-
福岡県,男,60～64歳,1.5以上2.0未満,36
福岡県,男,60～64歳,1.0以上1.5未満,1360
福岡県,男,60～64歳,1.0未満,5494
佐賀県,男,60～64歳,2.5以上,-
佐賀県,男,60～64歳,2.0以上2.5未満,-
佐賀県,男,60～64歳,1.5以上2.0未満,-
佐賀県,男,60～64歳,1.0以上1.5未満,181
佐賀県,男,60～64歳,1.0未満,827
長崎県,男,60～64歳,2.5以上,-
長崎県,男,60～64歳,2.0以上2.5未満,-
長崎県,男,60～64歳,1.5以上2.0未満,-
長崎県,男,60～64歳,1.0以上1.5未満,157
長崎県,男,60～64歳,1.0未満,726
熊本県,男,60～64歳,2.5以上,-
熊本県,男,60～64歳,2.0以上2.5未満,-
熊本県,男,60～64歳,1.5以上2.0未満,-
熊本県,男,60～64歳,1.0以上1.5未満,338
熊本県,男,60～64歳,1.0未満,1240
大分県,男,60～64歳,2.5以上,-
大分県,男,60～64歳,2.0以上2.5未満,-
大分県,男,60～64歳,1.5以上2.0未満,-
