地域,性別,年齢層,検査値範囲,人数
高知県,女,70～74歳,1.5以上2.0未満,-
高知県,女,70～74歳,1.0以上1.5未満,-
高知県,女,70～74歳,1.0未満,90
福岡県,女,70～74歳,2.5以上,-
福岡県,女,70～74歳,2.0以上2.5未満,-
福岡県,女,70～74歳,1.5以上2.0未満,-
福岡県,女,70～74歳,1.0以上1.5未満,12
福岡県,女,70～74歳,1.0未満,602
佐賀県,女,70～74歳,2.5以上,-
佐賀県,女,70～74歳,2.0以上2.5未満,-
佐賀県,女,70～74歳,1.5以上2.0未満,-
佐賀県,女,70～74歳,1.0以上1.5未満,-
佐賀県,女,70～74歳,1.0未満,110
長崎県,女,70～74歳,2.5以上,-
長崎県,女,70～74歳,2.0以上2.5未満,-
長崎県,女,70～74歳,1.5以上2.0未満,-
長崎県,女,70～74歳,1.0以上1.5未満,-
長崎県,女,70～74歳,1.0未満,111
熊本県,女,70～74歳,2.5以上,-
熊本県,女,70～74歳,2.0以上2.5未満,-
熊本県,女,70～74歳,1.5以上2.0未満,-
熊本県,女,70～74歳,1.0以上1.5未満,-
熊本県,女,70～74歳,1.0未満,165
大分県,女,70～74歳,2.5以上,-
大分県,女,70～74歳,2.0以上2.5未満,-
大分県,女,70～74歳,1.5以上2.0未満,-
大分県,女,70～74歳,1.0以上1.5未満,-
大分県,女,70～74歳,1.0未満,139
宮崎県,女,70～74歳,2.5以上,-
宮崎県,女,70～74歳,2.0以上2.5未満,-
宮崎県,女,70～74歳,1.5以上2.0未満,-
宮崎県,女,70～74歳,1.0以上1.5未満,-
宮崎県,女,70～74歳,1.0未満,88
鹿児島県,女,70～74歳,2.5以上,-
鹿児島県,女,70～74歳,2.0以上2.5未満,-
鹿児島県,女,70～74歳,1.5以上2.0未満,-
鹿児島県,女,70～74歳,1.0以上1.5未満,-
鹿児島県,女,70～74歳,1.0未満,106
沖縄県,女,70～74歳,2.5以上,-
沖縄県,女,70～74歳,2.0以上2.5未満,-
沖縄県,女,70～74歳,1.5以上2.0未満,-
沖縄県,女,70～74歳,1.0以上1.5未満,-
沖縄県,女,70～74歳,1.0未満,131
