地域,性別,年齢層,検査値範囲,人数
北海道,女,40～44歳,130以上140未満,5366
北海道,女,40～44歳,120以上130未満,12511
北海道,女,40～44歳,120未満,42018
青森県,女,40～44歳,180以上,34
青森県,女,40～44歳,160以上180未満,171
青森県,女,40～44歳,140以上160未満,922
青森県,女,40～44歳,130以上140未満,1785
青森県,女,40～44歳,120以上130未満,3691
青森県,女,40～44歳,120未満,10829
岩手県,女,40～44歳,180以上,36
岩手県,女,40～44歳,160以上180未満,201
岩手県,女,40～44歳,140以上160未満,1077
岩手県,女,40～44歳,130以上140未満,1827
岩手県,女,40～44歳,120以上130未満,4022
岩手県,女,40～44歳,120未満,11061
宮城県,女,40～44歳,180以上,91
宮城県,女,40～44歳,160以上180未満,424
宮城県,女,40～44歳,140以上160未満,2150
宮城県,女,40～44歳,130以上140未満,3822
宮城県,女,40～44歳,120以上130未満,7344
宮城県,女,40～44歳,120未満,24775
秋田県,女,40～44歳,180以上,35
秋田県,女,40～44歳,160以上180未満,172
秋田県,女,40～44歳,140以上160未満,824
秋田県,女,40～44歳,130以上140未満,1456
秋田県,女,40～44歳,120以上130未満,2905
秋田県,女,40～44歳,120未満,8794
山形県,女,40～44歳,180以上,58
山形県,女,40～44歳,160以上180未満,227
山形県,女,40～44歳,140以上160未満,1234
山形県,女,40～44歳,130以上140未満,1755
山形県,女,40～44歳,120以上130未満,4271
山形県,女,40～44歳,120未満,12465
福島県,女,40～44歳,180以上,51
福島県,女,40～44歳,160以上180未満,309
福島県,女,40～44歳,140以上160未満,1633
福島県,女,40～44歳,130以上140未満,2802
福島県,女,40～44歳,120以上130未満,5870
福島県,女,40～44歳,120未満,16893
茨城県,女,40～44歳,180以上,71
茨城県,女,40～44歳,160以上180未満,405
茨城県,女,40～44歳,140以上160未満,2030
茨城県,女,40～44歳,130以上140未満,3688
茨城県,女,40～44歳,120以上130未満,8379
茨城県,女,40～44歳,120未満,26929
栃木県,女,40～44歳,180以上,54
栃木県,女,40～44歳,160以上180未満,292
栃木県,女,40～44歳,140以上160未満,1461
栃木県,女,40～44歳,130以上140未満,2670
栃木県,女,40～44歳,120以上130未満,5809
栃木県,女,40～44歳,120未満,18730
群馬県,女,40～44歳,180以上,46
群馬県,女,40～44歳,160以上180未満,263
群馬県,女,40～44歳,140以上160未満,1328
群馬県,女,40～44歳,130以上140未満,2316
群馬県,女,40～44歳,120以上130未満,5448
群馬県,女,40～44歳,120未満,16722
埼玉県,女,40～44歳,180以上,172
埼玉県,女,40～44歳,160以上180未満,877
埼玉県,女,40～44歳,140以上160未満,4526
埼玉県,女,40～44歳,130以上140未満,8552
埼玉県,女,40～44歳,120以上130未満,19931
埼玉県,女,40～44歳,120未満,72575
千葉県,女,40～44歳,180以上,144
千葉県,女,40～44歳,160以上180未満,627
千葉県,女,40～44歳,140以上160未満,3748
千葉県,女,40～44歳,130以上140未満,6982
千葉県,女,40～44歳,120以上130未満,17099
千葉県,女,40～44歳,120未満,62650
東京都,女,40～44歳,180以上,283
東京都,女,40～44歳,160以上180未満,1312
東京都,女,40～44歳,140以上160未満,7915
東京都,女,40～44歳,130以上140未満,16101
東京都,女,40～44歳,120以上130未満,41488
東京都,女,40～44歳,120未満,199201
神奈川県,女,40～44歳,180以上,169
神奈川県,女,40～44歳,160以上180未満,842
神奈川県,女,40～44歳,140以上160未満,4764
神奈川県,女,40～44歳,130以上140未満,9635
神奈川県,女,40～44歳,120以上130未満,23507
神奈川県,女,40～44歳,120未満,104077
新潟県,女,40～44歳,180以上,65
新潟県,女,40～44歳,160以上180未満,257
新潟県,女,40～44歳,140以上160未満,1403
新潟県,女,40～44歳,130以上140未満,2387
新潟県,女,40～44歳,120以上130未満,7286
新潟県,女,40～44歳,120未満,24727
富山県,女,40～44歳,180以上,26
富山県,女,40～44歳,160以上180未満,143
富山県,女,40～44歳,140以上160未満,667
富山県,女,40～44歳,130以上140未満,1441
富山県,女,40～44歳,120以上130未満,3100
富山県,女,40～44歳,120未満,11408
石川県,女,40～44歳,180以上,31
石川県,女,40～44歳,160以上180未満,149
石川県,女,40～44歳,140以上160未満,799
石川県,女,40～44歳,130以上140未満,1482
石川県,女,40～44歳,120以上130未満,3808
石川県,女,40～44歳,120未満,12309
福井県,女,40～44歳,180以上,20
福井県,女,40～44歳,160以上180未満,110
福井県,女,40～44歳,140以上160未満,559
福井県,女,40～44歳,130以上140未満,956
福井県,女,40～44歳,120以上130未満,2429
福井県,女,40～44歳,120未満,8145
山梨県,女,40～44歳,180以上,29
山梨県,女,40～44歳,160以上180未満,144
山梨県,女,40～44歳,140以上160未満,692
山梨県,女,40～44歳,130以上140未満,990
山梨県,女,40～44歳,120以上130未満,2271
山梨県,女,40～44歳,120未満,8441
長野県,女,40～44歳,180以上,52
長野県,女,40～44歳,160以上180未満,240
長野県,女,40～44歳,140以上160未満,1258
長野県,女,40～44歳,130以上140未満,2311
長野県,女,40～44歳,120以上130未満,5559
長野県,女,40～44歳,120未満,21909
岐阜県,女,40～44歳,180以上,44
岐阜県,女,40～44歳,160以上180未満,225
岐阜県,女,40～44歳,140以上160未満,1112
岐阜県,女,40～44歳,130以上140未満,2241
岐阜県,女,40～44歳,120以上130未満,5159
岐阜県,女,40～44歳,120未満,19033
静岡県,女,40～44歳,180以上,75
静岡県,女,40～44歳,160以上180未満,350
静岡県,女,40～44歳,140以上160未満,1764
静岡県,女,40～44歳,130以上140未満,3438
静岡県,女,40～44歳,120以上130未満,10320
静岡県,女,40～44歳,120未満,38735
愛知県,女,40～44歳,180以上,172
愛知県,女,40～44歳,160以上180未満,837
愛知県,女,40～44歳,140以上160未満,4446
愛知県,女,40～44歳,130以上140未満,8381
愛知県,女,40～44歳,120以上130未満,20143
愛知県,女,40～44歳,120未満,80421
三重県,女,40～44歳,180以上,40
三重県,女,40～44歳,160以上180未満,216
三重県,女,40～44歳,140以上160未満,1140
三重県,女,40～44歳,130以上140未満,1868
三重県,女,40～44歳,120以上130未満,5193
三重県,女,40～44歳,120未満,17039
滋賀県,女,40～44歳,180以上,36
滋賀県,女,40～44歳,160以上180未満,187
滋賀県,女,40～44歳,140以上160未満,935
滋賀県,女,40～44歳,130以上140未満,1794
滋賀県,女,40～44歳,120以上130未満,4554
滋賀県,女,40～44歳,120未満,16052
京都府,女,40～44歳,180以上,39
京都府,女,40～44歳,160以上180未満,227
京都府,女,40～44歳,140以上160未満,1304
京都府,女,40～44歳,130以上140未満,2742
京都府,女,40～44歳,120以上130未満,6432
京都府,女,40～44歳,120未満,25508
大阪府,女,40～44歳,180以上,171
大阪府,女,40～44歳,160以上180未満,812
大阪府,女,40～44歳,140以上160未満,4538
大阪府,女,40～44歳,130以上140未満,8221
大阪府,女,40～44歳,120以上130未満,20915
大阪府,女,40～44歳,120未満,88047
兵庫県,女,40～44歳,180以上,89
兵庫県,女,40～44歳,160以上180未満,496
兵庫県,女,40～44歳,140以上160未満,2706
兵庫県,女,40～44歳,130以上140未満,5351
兵庫県,女,40～44歳,120以上130未満,13253
兵庫県,女,40～44歳,120未満,52950
奈良県,女,40～44歳,180以上,26
奈良県,女,40～44歳,160以上180未満,90
奈良県,女,40～44歳,140以上160未満,673
奈良県,女,40～44歳,130以上140未満,1270
奈良県,女,40～44歳,120以上130未満,3242
奈良県,女,40～44歳,120未満,11923
和歌山県,女,40～44歳,180以上,20
和歌山県,女,40～44歳,160以上180未満,80
和歌山県,女,40～44歳,140以上160未満,550
和歌山県,女,40～44歳,130以上140未満,935
和歌山県,女,40～44歳,120以上130未満,2160
和歌山県,女,40～44歳,120未満,7407
鳥取県,女,40～44歳,180以上,13
鳥取県,女,40～44歳,160以上180未満,87
鳥取県,女,40～44歳,140以上160未満,396
鳥取県,女,40～44歳,130以上140未満,658
鳥取県,女,40～44歳,120以上130未満,1554
鳥取県,女,40～44歳,120未満,5289
島根県,女,40～44歳,180以上,10
島根県,女,40～44歳,160以上180未満,76
島根県,女,40～44歳,140以上160未満,531
島根県,女,40～44歳,130以上140未満,873
島根県,女,40～44歳,120以上130未満,1947
島根県,女,40～44歳,120未満,7052
岡山県,女,40～44歳,180以上,33
岡山県,女,40～44歳,160以上180未満,215
岡山県,女,40～44歳,140以上160未満,1203
岡山県,女,40～44歳,130以上140未満,2042
岡山県,女,40～44歳,120以上130未満,5006
岡山県,女,40～44歳,120未満,18722
広島県,女,40～44歳,180以上,59
広島県,女,40～44歳,160以上180未満,256
広島県,女,40～44歳,140以上160未満,1516
広島県,女,40～44歳,130以上140未満,2893
広島県,女,40～44歳,120以上130未満,7120
広島県,女,40～44歳,120未満,27062
山口県,女,40～44歳,180以上,31
山口県,女,40～44歳,160以上180未満,124
山口県,女,40～44歳,140以上160未満,723
山口県,女,40～44歳,130以上140未満,1505
山口県,女,40～44歳,120以上130未満,3330
山口県,女,40～44歳,120未満,10835
徳島県,女,40～44歳,180以上,-
徳島県,女,40～44歳,160以上180未満,72
徳島県,女,40～44歳,140以上160未満,386
徳島県,女,40～44歳,130以上140未満,730
徳島県,女,40～44歳,120以上130未満,1758
徳島県,女,40～44歳,120未満,7252
香川県,女,40～44歳,180以上,21
香川県,女,40～44歳,160以上180未満,96
香川県,女,40～44歳,140以上160未満,608
香川県,女,40～44歳,130以上140未満,965
香川県,女,40～44歳,120以上130未満,2513
香川県,女,40～44歳,120未満,9798
愛媛県,女,40～44歳,180以上,41
愛媛県,女,40～44歳,160以上180未満,173
愛媛県,女,40～44歳,140以上160未満,880
愛媛県,女,40～44歳,130以上140未満,1655
愛媛県,女,40～44歳,120以上130未満,3656
愛媛県,女,40～44歳,120未満,12915
高知県,女,40～44歳,180以上,25
高知県,女,40～44歳,160以上180未満,95
高知県,女,40～44歳,140以上160未満,478
高知県,女,40～44歳,130以上140未満,704
高知県,女,40～44歳,120以上130未満,1958
高知県,女,40～44歳,120未満,6733
福岡県,女,40～44歳,180以上,107
福岡県,女,40～44歳,160以上180未満,598
福岡県,女,40～44歳,140以上160未満,3052
福岡県,女,40～44歳,130以上140未満,5155
福岡県,女,40～44歳,120以上130未満,14952
福岡県,女,40～44歳,120未満,52101
佐賀県,女,40～44歳,180以上,15
佐賀県,女,40～44歳,160以上180未満,89
佐賀県,女,40～44歳,140以上160未満,436
佐賀県,女,40～44歳,130以上140未満,841
佐賀県,女,40～44歳,120以上130未満,2151
佐賀県,女,40～44歳,120未満,7776
長崎県,女,40～44歳,180以上,30
長崎県,女,40～44歳,160以上180未満,142
長崎県,女,40～44歳,140以上160未満,802
長崎県,女,40～44歳,130以上140未満,1592
長崎県,女,40～44歳,120以上130未満,3607
長崎県,女,40～44歳,120未満,11407
熊本県,女,40～44歳,180以上,43
熊本県,女,40～44歳,160以上180未満,211
熊本県,女,40～44歳,140以上160未満,1209
熊本県,女,40～44歳,130以上140未満,2104
熊本県,女,40～44歳,120以上130未満,5468
熊本県,女,40～44歳,120未満,17612
大分県,女,40～44歳,180以上,29
大分県,女,40～44歳,160以上180未満,105
大分県,女,40～44歳,140以上160未満,724
大分県,女,40～44歳,130以上140未満,1318
大分県,女,40～44歳,120以上130未満,3724
大分県,女,40～44歳,120未満,11650
宮崎県,女,40～44歳,180以上,25
宮崎県,女,40～44歳,160以上180未満,129
宮崎県,女,40～44歳,140以上160未満,730
宮崎県,女,40～44歳,130以上140未満,1214
宮崎県,女,40～44歳,120以上130未満,2851
宮崎県,女,40～44歳,120未満,9606
鹿児島県,女,40～44歳,180以上,46
鹿児島県,女,40～44歳,160以上180未満,173
鹿児島県,女,40～44歳,140以上160未満,861
鹿児島県,女,40～44歳,130以上140未満,1484
鹿児島県,女,40～44歳,120以上130未満,3795
鹿児島県,女,40～44歳,120未満,14005
沖縄県,女,40～44歳,180以上,36
沖縄県,女,40～44歳,160以上180未満,217
沖縄県,女,40～44歳,140以上160未満,1217
沖縄県,女,40～44歳,130以上140未満,1860
沖縄県,女,40～44歳,120以上130未満,4274
沖縄県,女,40～44歳,120未満,14804
北海道,女,45～49歳,180以上,327
北海道,女,45～49歳,160以上180未満,1281
北海道,女,45～49歳,140以上160未満,6182
北海道,女,45～49歳,130以上140未満,8847
北海道,女,45～49歳,120以上130未満,17294
北海道,女,45～49歳,120未満,45056
青森県,女,45～49歳,180以上,63
青森県,女,45～49歳,160以上180未満,316
青森県,女,45～49歳,140以上160未満,1787
青森県,女,45～49歳,130以上140未満,2898
青森県,女,45～49歳,120以上130未満,4739
青森県,女,45～49歳,120未満,11458
岩手県,女,45～49歳,180以上,81
岩手県,女,45～49歳,160以上180未満,364
岩手県,女,45～49歳,140以上160未満,1923
岩手県,女,45～49歳,130以上140未満,2805
岩手県,女,45～49歳,120以上130未満,5256
岩手県,女,45～49歳,120未満,11326
宮城県,女,45～49歳,180以上,161
宮城県,女,45～49歳,160以上180未満,818
宮城県,女,45～49歳,140以上160未満,3917
宮城県,女,45～49歳,130以上140未満,5851
宮城県,女,45～49歳,120以上130未満,9573
宮城県,女,45～49歳,120未満,24812
秋田県,女,45～49歳,180以上,56
秋田県,女,45～49歳,160以上180未満,267
秋田県,女,45～49歳,140以上160未満,1435
秋田県,女,45～49歳,130以上140未満,2217
秋田県,女,45～49歳,120以上130未満,3856
秋田県,女,45～49歳,120未満,8640
山形県,女,45～49歳,180以上,98
山形県,女,45～49歳,160以上180未満,470
山形県,女,45～49歳,140以上160未満,2065
山形県,女,45～49歳,130以上140未満,2639
山形県,女,45～49歳,120以上130未満,5209
山形県,女,45～49歳,120未満,11830
福島県,女,45～49歳,180以上,119
福島県,女,45～49歳,160以上180未満,606
福島県,女,45～49歳,140以上160未満,2731
福島県,女,45～49歳,130以上140未満,4341
福島県,女,45～49歳,120以上130未満,7520
福島県,女,45～49歳,120未満,16851
茨城県,女,45～49歳,180以上,201
茨城県,女,45～49歳,160以上180未満,846
茨城県,女,45～49歳,140以上160未満,3927
茨城県,女,45～49歳,130以上140未満,6183
茨城県,女,45～49歳,120以上130未満,11657
茨城県,女,45～49歳,120未満,28547
栃木県,女,45～49歳,180以上,122
栃木県,女,45～49歳,160以上180未満,645
栃木県,女,45～49歳,140以上160未満,2896
栃木県,女,45～49歳,130以上140未満,4271
栃木県,女,45～49歳,120以上130未満,7725
栃木県,女,45～49歳,120未満,19450
群馬県,女,45～49歳,180以上,117
群馬県,女,45～49歳,160以上180未満,616
群馬県,女,45～49歳,140以上160未満,2870
群馬県,女,45～49歳,130以上140未満,4171
群馬県,女,45～49歳,120以上130未満,8102
群馬県,女,45～49歳,120未満,18494
埼玉県,女,45～49歳,180以上,426
埼玉県,女,45～49歳,160以上180未満,1973
埼玉県,女,45～49歳,140以上160未満,9645
埼玉県,女,45～49歳,130以上140未満,14990
埼玉県,女,45～49歳,120以上130未満,28288
埼玉県,女,45～49歳,120未満,77150
千葉県,女,45～49歳,180以上,354
千葉県,女,45～49歳,160以上180未満,1504
千葉県,女,45～49歳,140以上160未満,7857
千葉県,女,45～49歳,130以上140未満,12517
千葉県,女,45～49歳,120以上130未満,24062
千葉県,女,45～49歳,120未満,66561
東京都,女,45～49歳,180以上,585
東京都,女,45～49歳,160以上180未満,2950
東京都,女,45～49歳,140以上160未満,16235
東京都,女,45～49歳,130以上140未満,27739
東京都,女,45～49歳,120以上130未満,57658
東京都,女,45～49歳,120未満,200153
神奈川県,女,45～49歳,180以上,359
神奈川県,女,45～49歳,160以上180未満,1985
神奈川県,女,45～49歳,140以上160未満,10067
神奈川県,女,45～49歳,130以上140未満,17108
神奈川県,女,45～49歳,120以上130未満,33837
神奈川県,女,45～49歳,120未満,112330
新潟県,女,45～49歳,180以上,121
新潟県,女,45～49歳,160以上180未満,546
新潟県,女,45～49歳,140以上160未満,2856
新潟県,女,45～49歳,130以上140未満,4227
新潟県,女,45～49歳,120以上130未満,10109
新潟県,女,45～49歳,120未満,26632
富山県,女,45～49歳,180以上,64
富山県,女,45～49歳,160以上180未満,333
富山県,女,45～49歳,140以上160未満,1560
富山県,女,45～49歳,130以上140未満,2792
富山県,女,45～49歳,120以上130未満,4731
富山県,女,45～49歳,120未満,12723
石川県,女,45～49歳,180以上,57
石川県,女,45～49歳,160以上180未満,377
石川県,女,45～49歳,140以上160未満,1772
石川県,女,45～49歳,130以上140未満,2644
石川県,女,45～49歳,120以上130未満,5616
石川県,女,45～49歳,120未満,13581
福井県,女,45～49歳,180以上,74
福井県,女,45～49歳,160以上180未満,256
福井県,女,45～49歳,140以上160未満,1125
福井県,女,45～49歳,130以上140未満,1691
福井県,女,45～49歳,120以上130未満,3405
福井県,女,45～49歳,120未満,8515
山梨県,女,45～49歳,180以上,79
山梨県,女,45～49歳,160以上180未満,340
山梨県,女,45～49歳,140以上160未満,1464
山梨県,女,45～49歳,130以上140未満,1693
山梨県,女,45～49歳,120以上130未満,3273
山梨県,女,45～49歳,120未満,9133
長野県,女,45～49歳,180以上,105
長野県,女,45～49歳,160以上180未満,538
長野県,女,45～49歳,140以上160未満,2737
長野県,女,45～49歳,130以上140未満,4272
長野県,女,45～49歳,120以上130未満,8334
長野県,女,45～49歳,120未満,24516
岐阜県,女,45～49歳,180以上,116
岐阜県,女,45～49歳,160以上180未満,557
岐阜県,女,45～49歳,140以上160未満,2513
岐阜県,女,45～49歳,130以上140未満,4141
岐阜県,女,45～49歳,120以上130未満,7546
岐阜県,女,45～49歳,120未満,21267
静岡県,女,45～49歳,180以上,177
静岡県,女,45～49歳,160以上180未満,794
静岡県,女,45～49歳,140以上160未満,4149
静岡県,女,45～49歳,130以上140未満,6146
静岡県,女,45～49歳,120以上130未満,15192
静岡県,女,45～49歳,120未満,42351
愛知県,女,45～49歳,180以上,434
愛知県,女,45～49歳,160以上180未満,2106
愛知県,女,45～49歳,140以上160未満,9627
愛知県,女,45～49歳,130以上140未満,15226
愛知県,女,45～49歳,120以上130未満,28499
愛知県,女,45～49歳,120未満,85731
三重県,女,45～49歳,180以上,95
三重県,女,45～49歳,160以上180未満,498
三重県,女,45～49歳,140以上160未満,2388
三重県,女,45～49歳,130以上140未満,3489
三重県,女,45～49歳,120以上130未満,7765
三重県,女,45～49歳,120未満,18684
滋賀県,女,45～49歳,180以上,94
滋賀県,女,45～49歳,160以上180未満,448
滋賀県,女,45～49歳,140以上160未満,1869
滋賀県,女,45～49歳,130以上140未満,2910
滋賀県,女,45～49歳,120以上130未満,5882
滋賀県,女,45～49歳,120未満,16411
京都府,女,45～49歳,180以上,131
京都府,女,45～49歳,160以上180未満,588
京都府,女,45～49歳,140以上160未満,3002
京都府,女,45～49歳,130以上140未満,4634
京都府,女,45～49歳,120以上130未満,9363
京都府,女,45～49歳,120未満,27779
大阪府,女,45～49歳,180以上,422
大阪府,女,45～49歳,160以上180未満,1942
大阪府,女,45～49歳,140以上160未満,9735
大阪府,女,45～49歳,130以上140未満,15150
大阪府,女,45～49歳,120以上130未満,30430
大阪府,女,45～49歳,120未満,96749
兵庫県,女,45～49歳,180以上,275
兵庫県,女,45～49歳,160以上180未満,1172
兵庫県,女,45～49歳,140以上160未満,5796
兵庫県,女,45～49歳,130以上140未満,10053
兵庫県,女,45～49歳,120以上130未満,19743
兵庫県,女,45～49歳,120未満,58921
奈良県,女,45～49歳,180以上,57
奈良県,女,45～49歳,160以上180未満,245
奈良県,女,45～49歳,140以上160未満,1356
奈良県,女,45～49歳,130以上140未満,2206
奈良県,女,45～49歳,120以上130未満,4723
奈良県,女,45～49歳,120未満,13310
和歌山県,女,45～49歳,180以上,54
和歌山県,女,45～49歳,160以上180未満,229
和歌山県,女,45～49歳,140以上160未満,1105
和歌山県,女,45～49歳,130以上140未満,1732
和歌山県,女,45～49歳,120以上130未満,3166
和歌山県,女,45～49歳,120未満,8031
鳥取県,女,45～49歳,180以上,39
鳥取県,女,45～49歳,160以上180未満,176
鳥取県,女,45～49歳,140以上160未満,772
鳥取県,女,45～49歳,130以上140未満,1114
鳥取県,女,45～49歳,120以上130未満,2090
鳥取県,女,45～49歳,120未満,5303
島根県,女,45～49歳,180以上,43
島根県,女,45～49歳,160以上180未満,183
島根県,女,45～49歳,140以上160未満,1028
島根県,女,45～49歳,130以上140未満,1505
島根県,女,45～49歳,120以上130未満,2697
島根県,女,45～49歳,120未満,7340
岡山県,女,45～49歳,180以上,76
岡山県,女,45～49歳,160以上180未満,538
岡山県,女,45～49歳,140以上160未満,2690
岡山県,女,45～49歳,130以上140未満,3763
岡山県,女,45～49歳,120以上130未満,7348
岡山県,女,45～49歳,120未満,19930
広島県,女,45～49歳,180以上,129
広島県,女,45～49歳,160以上180未満,641
広島県,女,45～49歳,140以上160未満,3348
広島県,女,45～49歳,130以上140未満,5111
広島県,女,45～49歳,120以上130未満,10445
広島県,女,45～49歳,120未満,30181
山口県,女,45～49歳,180以上,63
山口県,女,45～49歳,160以上180未満,358
山口県,女,45～49歳,140以上160未満,1568
山口県,女,45～49歳,130以上140未満,2522
山口県,女,45～49歳,120以上130未満,4842
山口県,女,45～49歳,120未満,11887
徳島県,女,45～49歳,180以上,-
徳島県,女,45～49歳,160以上180未満,136
徳島県,女,45～49歳,140以上160未満,783
徳島県,女,45～49歳,130以上140未満,1245
徳島県,女,45～49歳,120以上130未満,2620
徳島県,女,45～49歳,120未満,7894
香川県,女,45～49歳,180以上,59
香川県,女,45～49歳,160以上180未満,251
香川県,女,45～49歳,140以上160未満,1215
香川県,女,45～49歳,130以上140未満,1758
香川県,女,45～49歳,120以上130未満,3702
香川県,女,45～49歳,120未満,10849
愛媛県,女,45～49歳,180以上,71
愛媛県,女,45～49歳,160以上180未満,410
愛媛県,女,45～49歳,140以上160未満,1936
愛媛県,女,45～49歳,130以上140未満,2704
愛媛県,女,45～49歳,120以上130未満,5163
愛媛県,女,45～49歳,120未満,13540
高知県,女,45～49歳,180以上,63
高知県,女,45～49歳,160以上180未満,225
高知県,女,45～49歳,140以上160未満,977
高知県,女,45～49歳,130以上140未満,1260
高知県,女,45～49歳,120以上130未満,2737
高知県,女,45～49歳,120未満,7362
福岡県,女,45～49歳,180以上,244
福岡県,女,45～49歳,160以上180未満,1210
福岡県,女,45～49歳,140以上160未満,5774
福岡県,女,45～49歳,130以上140未満,8750
福岡県,女,45～49歳,120以上130未満,19439
福岡県,女,45～49歳,120未満,51985
佐賀県,女,45～49歳,180以上,25
佐賀県,女,45～49歳,160以上180未満,160
佐賀県,女,45～49歳,140以上160未満,822
佐賀県,女,45～49歳,130以上140未満,1301
佐賀県,女,45～49歳,120以上130未満,2884
佐賀県,女,45～49歳,120未満,7802
長崎県,女,45～49歳,180以上,77
長崎県,女,45～49歳,160以上180未満,255
長崎県,女,45～49歳,140以上160未満,1674
長崎県,女,45～49歳,130以上140未満,2735
長崎県,女,45～49歳,120以上130未満,4601
長崎県,女,45～49歳,120未満,11431
熊本県,女,45～49歳,180以上,71
熊本県,女,45～49歳,160以上180未満,405
熊本県,女,45～49歳,140以上160未満,2248
熊本県,女,45～49歳,130以上140未満,3354
熊本県,女,45～49歳,120以上130未満,6961
熊本県,女,45～49歳,120未満,17358
大分県,女,45～49歳,180以上,67
大分県,女,45～49歳,160以上180未満,240
大分県,女,45～49歳,140以上160未満,1494
大分県,女,45～49歳,130以上140未満,2226
大分県,女,45～49歳,120以上130未満,5049
大分県,女,45～49歳,120未満,11601
宮崎県,女,45～49歳,180以上,61
宮崎県,女,45～49歳,160以上180未満,288
宮崎県,女,45～49歳,140以上160未満,1333
宮崎県,女,45～49歳,130以上140未満,1986
宮崎県,女,45～49歳,120以上130未満,3806
宮崎県,女,45～49歳,120未満,9752
鹿児島県,女,45～49歳,180以上,75
鹿児島県,女,45～49歳,160以上180未満,313
鹿児島県,女,45～49歳,140以上160未満,1684
鹿児島県,女,45～49歳,130以上140未満,2499
鹿児島県,女,45～49歳,120以上130未満,4724
鹿児島県,女,45～49歳,120未満,13502
沖縄県,女,45～49歳,180以上,86
沖縄県,女,45～49歳,160以上180未満,444
沖縄県,女,45～49歳,140以上160未満,2343
沖縄県,女,45～49歳,130以上140未満,2902
沖縄県,女,45～49歳,120以上130未満,5362
沖縄県,女,45～49歳,120未満,14315
北海道,女,50～54歳,180以上,431
北海道,女,50～54歳,160以上180未満,1863
北海道,女,50～54歳,140以上160未満,8211
北海道,女,50～54歳,130以上140未満,10633
北海道,女,50～54歳,120以上130未満,17610
北海道,女,50～54歳,120未満,37079
青森県,女,50～54歳,180以上,87
青森県,女,50～54歳,160以上180未満,432
青森県,女,50～54歳,140以上160未満,2312
青森県,女,50～54歳,130以上140未満,3394
青森県,女,50～54歳,120以上130未満,5072
青森県,女,50～54歳,120未満,9692
岩手県,女,50～54歳,180以上,95
岩手県,女,50～54歳,160以上180未満,577
岩手県,女,50～54歳,140以上160未満,2585
岩手県,女,50～54歳,130以上140未満,3329
岩手県,女,50～54歳,120以上130未満,5242
岩手県,女,50～54歳,120未満,9165
宮城県,女,50～54歳,180以上,215
宮城県,女,50～54歳,160以上180未満,1040
宮城県,女,50～54歳,140以上160未満,4888
宮城県,女,50～54歳,130以上140未満,6610
宮城県,女,50～54歳,120以上130未満,9357
宮城県,女,50～54歳,120未満,19619
秋田県,女,50～54歳,180以上,86
秋田県,女,50～54歳,160以上180未満,405
秋田県,女,50～54歳,140以上160未満,1877
秋田県,女,50～54歳,130以上140未満,2797
秋田県,女,50～54歳,120以上130未満,3853
秋田県,女,50～54歳,120未満,7211
山形県,女,50～54歳,180以上,96
山形県,女,50～54歳,160以上180未満,629
山形県,女,50～54歳,140以上160未満,2666
山形県,女,50～54歳,130以上140未満,3152
山形県,女,50～54歳,120以上130未満,5204
山形県,女,50～54歳,120未満,9501
福島県,女,50～54歳,180以上,166
福島県,女,50～54歳,160以上180未満,758
福島県,女,50～54歳,140以上160未満,3577
福島県,女,50～54歳,130以上140未満,5067
福島県,女,50～54歳,120以上130未満,7548
福島県,女,50～54歳,120未満,13626
茨城県,女,50～54歳,180以上,250
茨城県,女,50～54歳,160以上180未満,1241
茨城県,女,50～54歳,140以上160未満,5323
茨城県,女,50～54歳,130以上140未満,7739
茨城県,女,50～54歳,120以上130未満,12141
茨城県,女,50～54歳,120未満,23320
栃木県,女,50～54歳,180以上,162
栃木県,女,50～54歳,160以上180未満,812
栃木県,女,50～54歳,140以上160未満,3760
栃木県,女,50～54歳,130以上140未満,5134
栃木県,女,50～54歳,120以上130未満,7890
栃木県,女,50～54歳,120未満,15966
群馬県,女,50～54歳,180以上,186
群馬県,女,50～54歳,160以上180未満,820
群馬県,女,50～54歳,140以上160未満,3979
群馬県,女,50～54歳,130以上140未満,5091
群馬県,女,50～54歳,120以上130未満,8526
群馬県,女,50～54歳,120未満,15701
埼玉県,女,50～54歳,180以上,639
埼玉県,女,50～54歳,160以上180未満,2793
埼玉県,女,50～54歳,140以上160未満,13528
埼玉県,女,50～54歳,130以上140未満,18736
埼玉県,女,50～54歳,120以上130未満,30268
埼玉県,女,50～54歳,120未満,66291
千葉県,女,50～54歳,180以上,483
千葉県,女,50～54歳,160以上180未満,2347
千葉県,女,50～54歳,140以上160未満,10954
千葉県,女,50～54歳,130以上140未満,15639
千葉県,女,50～54歳,120以上130未満,26402
千葉県,女,50～54歳,120未満,57256
東京都,女,50～54歳,180以上,994
東京都,女,50～54歳,160以上180未満,4450
東京都,女,50～54歳,140以上160未満,23508
東京都,女,50～54歳,130以上140未満,35872
東京都,女,50～54歳,120以上130未満,63318
東京都,女,50～54歳,120未満,170099
神奈川県,女,50～54歳,180以上,583
神奈川県,女,50～54歳,160以上180未満,3037
神奈川県,女,50～54歳,140以上160未満,14624
神奈川県,女,50～54歳,130以上140未満,22814
神奈川県,女,50～54歳,120以上130未満,38027
神奈川県,女,50～54歳,120未満,100133
新潟県,女,50～54歳,180以上,147
新潟県,女,50～54歳,160以上180未満,735
新潟県,女,50～54歳,140以上160未満,3714
