地域,性別,年齢層,検査値範囲,人数
三重県,男,55～59歳,130以上140未満,7612
三重県,男,55～59歳,120以上130未満,10032
三重県,男,55～59歳,120未満,10376
滋賀県,男,55～59歳,180以上,177
滋賀県,男,55～59歳,160以上180未満,943
滋賀県,男,55～59歳,140以上160未満,4602
滋賀県,男,55～59歳,130以上140未満,5646
滋賀県,男,55～59歳,120以上130未満,7423
滋賀県,男,55～59歳,120未満,7675
京都府,男,55～59歳,180以上,269
京都府,男,55～59歳,160以上180未満,1571
京都府,男,55～59歳,140以上160未満,7228
京都府,男,55～59歳,130以上140未満,9452
京都府,男,55～59歳,120以上130未満,11531
京都府,男,55～59歳,120未満,13398
大阪府,男,55～59歳,180以上,967
大阪府,男,55～59歳,160以上180未満,5196
大阪府,男,55～59歳,140以上160未満,25176
大阪府,男,55～59歳,130以上140未満,30480
大阪府,男,55～59歳,120以上130未満,39750
大阪府,男,55～59歳,120未満,47329
兵庫県,男,55～59歳,180以上,589
兵庫県,男,55～59歳,160以上180未満,3400
兵庫県,男,55～59歳,140以上160未満,16548
兵庫県,男,55～59歳,130以上140未満,21437
兵庫県,男,55～59歳,120以上130未満,26445
兵庫県,男,55～59歳,120未満,30133
奈良県,男,55～59歳,180以上,139
奈良県,男,55～59歳,160以上180未満,717
奈良県,男,55～59歳,140以上160未満,3821
奈良県,男,55～59歳,130以上140未満,4966
奈良県,男,55～59歳,120以上130未満,6100
奈良県,男,55～59歳,120未満,6813
和歌山県,男,55～59歳,180以上,136
和歌山県,男,55～59歳,160以上180未満,645
和歌山県,男,55～59歳,140以上160未満,3268
和歌山県,男,55～59歳,130以上140未満,3520
和歌山県,男,55～59歳,120以上130未満,3836
和歌山県,男,55～59歳,120未満,4076
鳥取県,男,55～59歳,180以上,85
鳥取県,男,55～59歳,160以上180未満,451
鳥取県,男,55～59歳,140以上160未満,1931
鳥取県,男,55～59歳,130以上140未満,1999
鳥取県,男,55～59歳,120以上130未満,2340
鳥取県,男,55～59歳,120未満,2534
島根県,男,55～59歳,180以上,72
島根県,男,55～59歳,160以上180未満,512
島根県,男,55～59歳,140以上160未満,2354
島根県,男,55～59歳,130以上140未満,2580
島根県,男,55～59歳,120以上130未満,3061
島根県,男,55～59歳,120未満,3405
岡山県,男,55～59歳,180以上,180
岡山県,男,55～59歳,160以上180未満,1190
岡山県,男,55～59歳,140以上160未満,6123
岡山県,男,55～59歳,130以上140未満,6941
岡山県,男,55～59歳,120以上130未満,8424
岡山県,男,55～59歳,120未満,9211
広島県,男,55～59歳,180以上,291
広島県,男,55～59歳,160以上180未満,1725
広島県,男,55～59歳,140以上160未満,9024
広島県,男,55～59歳,130以上140未満,10976
広島県,男,55～59歳,120以上130未満,13421
広島県,男,55～59歳,120未満,14980
山口県,男,55～59歳,180以上,166
山口県,男,55～59歳,160以上180未満,919
山口県,男,55～59歳,140以上160未満,4150
山口県,男,55～59歳,130以上140未満,4962
山口県,男,55～59歳,120以上130未満,5858
山口県,男,55～59歳,120未満,5843
徳島県,男,55～59歳,180以上,75
徳島県,男,55～59歳,160以上180未満,358
徳島県,男,55～59歳,140以上160未満,2041
徳島県,男,55～59歳,130以上140未満,2464
徳島県,男,55～59歳,120以上130未満,3182
徳島県,男,55～59歳,120未満,3928
香川県,男,55～59歳,180以上,108
香川県,男,55～59歳,160以上180未満,562
香川県,男,55～59歳,140以上160未満,2888
香川県,男,55～59歳,130以上140未満,3435
香川県,男,55～59歳,120以上130未満,4553
香川県,男,55～59歳,120未満,5076
愛媛県,男,55～59歳,180以上,182
愛媛県,男,55～59歳,160以上180未満,952
愛媛県,男,55～59歳,140以上160未満,4701
愛媛県,男,55～59歳,130以上140未満,5077
愛媛県,男,55～59歳,120以上130未満,6103
愛媛県,男,55～59歳,120未満,6469
高知県,男,55～59歳,180以上,93
高知県,男,55～59歳,160以上180未満,498
高知県,男,55～59歳,140以上160未満,2370
高知県,男,55～59歳,130以上140未満,2261
高知県,男,55～59歳,120以上130未満,2962
高知県,男,55～59歳,120未満,3082
福岡県,男,55～59歳,180以上,471
福岡県,男,55～59歳,160以上180未満,2740
福岡県,男,55～59歳,140以上160未満,13964
福岡県,男,55～59歳,130以上140未満,16625
福岡県,男,55～59歳,120以上130未満,22605
福岡県,男,55～59歳,120未満,23916
佐賀県,男,55～59歳,180以上,62
佐賀県,男,55～59歳,160以上180未満,384
佐賀県,男,55～59歳,140以上160未満,2193
佐賀県,男,55～59歳,130以上140未満,2806
佐賀県,男,55～59歳,120以上130未満,3807
佐賀県,男,55～59歳,120未満,4384
長崎県,男,55～59歳,180以上,149
長崎県,男,55～59歳,160以上180未満,758
長崎県,男,55～59歳,140以上160未満,4398
長崎県,男,55～59歳,130以上140未満,5179
長崎県,男,55～59歳,120以上130未満,5605
長崎県,男,55～59歳,120未満,5554
熊本県,男,55～59歳,180以上,134
熊本県,男,55～59歳,160以上180未満,926
熊本県,男,55～59歳,140以上160未満,5241
熊本県,男,55～59歳,130以上140未満,6397
熊本県,男,55～59歳,120以上130未満,8481
熊本県,男,55～59歳,120未満,8613
大分県,男,55～59歳,180以上,105
大分県,男,55～59歳,160以上180未満,709
大分県,男,55～59歳,140以上160未満,3520
大分県,男,55～59歳,130以上140未満,4311
大分県,男,55～59歳,120以上130未満,5842
大分県,男,55～59歳,120未満,5341
宮崎県,男,55～59歳,180以上,112
宮崎県,男,55～59歳,160以上180未満,622
宮崎県,男,55～59歳,140以上160未満,3127
宮崎県,男,55～59歳,130以上140未満,3933
宮崎県,男,55～59歳,120以上130未満,4753
宮崎県,男,55～59歳,120未満,4857
鹿児島県,男,55～59歳,180以上,205
鹿児島県,男,55～59歳,160以上180未満,954
鹿児島県,男,55～59歳,140以上160未満,4923
鹿児島県,男,55～59歳,130以上140未満,5832
鹿児島県,男,55～59歳,120以上130未満,6987
鹿児島県,男,55～59歳,120未満,7520
沖縄県,男,55～59歳,180以上,122
沖縄県,男,55～59歳,160以上180未満,733
沖縄県,男,55～59歳,140以上160未満,4143
沖縄県,男,55～59歳,130以上140未満,4529
沖縄県,男,55～59歳,120以上130未満,5835
沖縄県,男,55～59歳,120未満,5993
北海道,男,60～64歳,180以上,860
北海道,男,60～64歳,160以上180未満,4306
北海道,男,60～64歳,140以上160未満,17213
北海道,男,60～64歳,130以上140未満,16811
北海道,男,60～64歳,120以上130未満,18196
北海道,男,60～64歳,120未満,17387
青森県,男,60～64歳,180以上,156
青森県,男,60～64歳,160以上180未満,990
青森県,男,60～64歳,140以上160未満,4761
青森県,男,60～64歳,130以上140未満,5246
青森県,男,60～64歳,120以上130未満,5458
青森県,男,60～64歳,120未満,5214
岩手県,男,60～64歳,180以上,187
岩手県,男,60～64歳,160以上180未満,1208
岩手県,男,60～64歳,140以上160未満,5281
岩手県,男,60～64歳,130以上140未満,5454
岩手県,男,60～64歳,120以上130未満,5956
岩手県,男,60～64歳,120未満,4693
宮城県,男,60～64歳,180以上,370
宮城県,男,60～64歳,160以上180未満,2068
宮城県,男,60～64歳,140以上160未満,9097
宮城県,男,60～64歳,130以上140未満,9560
宮城県,男,60～64歳,120以上130未満,9595
宮城県,男,60～64歳,120未満,9255
秋田県,男,60～64歳,180以上,196
秋田県,男,60～64歳,160以上180未満,1055
秋田県,男,60～64歳,140以上160未満,4368
秋田県,男,60～64歳,130以上140未満,4438
秋田県,男,60～64歳,120以上130未満,4314
秋田県,男,60～64歳,120未満,3672
山形県,男,60～64歳,180以上,204
山形県,男,60～64歳,160以上180未満,1249
山形県,男,60～64歳,140以上160未満,5439
山形県,男,60～64歳,130以上140未満,5016
山形県,男,60～64歳,120以上130未満,5554
山形県,男,60～64歳,120未満,5069
福島県,男,60～64歳,180以上,244
福島県,男,60～64歳,160以上180未満,1546
福島県,男,60～64歳,140以上160未満,7353
福島県,男,60～64歳,130以上140未満,8410
福島県,男,60～64歳,120以上130未満,8414
福島県,男,60～64歳,120未満,7512
茨城県,男,60～64歳,180以上,342
茨城県,男,60～64歳,160以上180未満,2093
茨城県,男,60～64歳,140以上160未満,9613
茨城県,男,60～64歳,130以上140未満,11180
茨城県,男,60～64歳,120以上130未満,11741
茨城県,男,60～64歳,120未満,10370
栃木県,男,60～64歳,180以上,268
栃木県,男,60～64歳,160以上180未満,1627
栃木県,男,60～64歳,140以上160未満,7042
栃木県,男,60～64歳,130以上140未満,7653
栃木県,男,60～64歳,120以上130未満,8273
栃木県,男,60～64歳,120未満,7803
群馬県,男,60～64歳,180以上,274
群馬県,男,60～64歳,160以上180未満,1645
群馬県,男,60～64歳,140以上160未満,7146
群馬県,男,60～64歳,130以上140未満,7098
群馬県,男,60～64歳,120以上130未満,8029
群馬県,男,60～64歳,120未満,7129
埼玉県,男,60～64歳,180以上,896
埼玉県,男,60～64歳,160以上180未満,4682
埼玉県,男,60～64歳,140以上160未満,21919
埼玉県,男,60～64歳,130以上140未満,24527
埼玉県,男,60～64歳,120以上130未満,27675
埼玉県,男,60～64歳,120未満,27753
千葉県,男,60～64歳,180以上,744
千葉県,男,60～64歳,160以上180未満,3808
千葉県,男,60～64歳,140以上160未満,17879
千葉県,男,60～64歳,130以上140未満,20554
千葉県,男,60～64歳,120以上130未満,23169
千葉県,男,60～64歳,120未満,23162
東京都,男,60～64歳,180以上,1287
東京都,男,60～64歳,160以上180未満,7545
東京都,男,60～64歳,140以上160未満,37694
東京都,男,60～64歳,130以上140未満,46227
東京都,男,60～64歳,120以上130未満,54037
東京都,男,60～64歳,120未満,58790
神奈川県,男,60～64歳,180以上,878
神奈川県,男,60～64歳,160以上180未満,5006
神奈川県,男,60～64歳,140以上160未満,24920
神奈川県,男,60～64歳,130以上140未満,30813
神奈川県,男,60～64歳,120以上130未満,35865
神奈川県,男,60～64歳,120未満,39347
新潟県,男,60～64歳,180以上,239
新潟県,男,60～64歳,160以上180未満,1455
新潟県,男,60～64歳,140以上160未満,7739
新潟県,男,60～64歳,130以上140未満,8810
新潟県,男,60～64歳,120以上130未満,11739
新潟県,男,60～64歳,120未満,11580
富山県,男,60～64歳,180以上,160
富山県,男,60～64歳,160以上180未満,951
富山県,男,60～64歳,140以上160未満,4189
富山県,男,60～64歳,130以上140未満,4506
富山県,男,60～64歳,120以上130未満,4379
富山県,男,60～64歳,120未満,3877
石川県,男,60～64歳,180以上,169
石川県,男,60～64歳,160以上180未満,903
石川県,男,60～64歳,140以上160未満,4222
石川県,男,60～64歳,130以上140未満,4215
石川県,男,60～64歳,120以上130未満,4580
石川県,男,60～64歳,120未満,4137
福井県,男,60～64歳,180以上,138
福井県,男,60～64歳,160以上180未満,648
福井県,男,60～64歳,140以上160未満,2967
福井県,男,60～64歳,130以上140未満,3073
福井県,男,60～64歳,120以上130未満,3381
福井県,男,60～64歳,120未満,2725
山梨県,男,60～64歳,180以上,177
山梨県,男,60～64歳,160以上180未満,861
山梨県,男,60～64歳,140以上160未満,3664
山梨県,男,60～64歳,130以上140未満,3274
山梨県,男,60～64歳,120以上130未満,3470
山梨県,男,60～64歳,120未満,3431
長野県,男,60～64歳,180以上,260
長野県,男,60～64歳,160以上180未満,1528
長野県,男,60～64歳,140以上160未満,7068
長野県,男,60～64歳,130以上140未満,7952
長野県,男,60～64歳,120以上130未満,9290
長野県,男,60～64歳,120未満,9624
岐阜県,男,60～64歳,180以上,290
岐阜県,男,60～64歳,160以上180未満,1545
岐阜県,男,60～64歳,140以上160未満,6860
岐阜県,男,60～64歳,130以上140未満,7731
岐阜県,男,60～64歳,120以上130未満,8364
岐阜県,男,60～64歳,120未満,8392
静岡県,男,60～64歳,180以上,428
静岡県,男,60～64歳,160以上180未満,2285
静岡県,男,60～64歳,140以上160未満,11426
静岡県,男,60～64歳,130以上140未満,13354
静岡県,男,60～64歳,120以上130未満,18348
静岡県,男,60～64歳,120未満,17186
愛知県,男,60～64歳,180以上,875
愛知県,男,60～64歳,160以上180未満,5144
愛知県,男,60～64歳,140以上160未満,24226
愛知県,男,60～64歳,130以上140未満,26208
愛知県,男,60～64歳,120以上130未満,29546
愛知県,男,60～64歳,120未満,29441
三重県,男,60～64歳,180以上,236
三重県,男,60～64歳,160以上180未満,1346
三重県,男,60～64歳,140以上160未満,6355
三重県,男,60～64歳,130以上140未満,6711
三重県,男,60～64歳,120以上130未満,7985
三重県,男,60～64歳,120未満,7061
滋賀県,男,60～64歳,180以上,185
滋賀県,男,60～64歳,160以上180未満,1048
滋賀県,男,60～64歳,140以上160未満,4402
滋賀県,男,60～64歳,130以上140未満,5160
滋賀県,男,60～64歳,120以上130未満,5967
滋賀県,男,60～64歳,120未満,5353
京都府,男,60～64歳,180以上,260
京都府,男,60～64歳,160以上180未満,1472
京都府,男,60～64歳,140以上160未満,6928
京都府,男,60～64歳,130以上140未満,8080
京都府,男,60～64歳,120以上130未満,9111
京都府,男,60～64歳,120未満,9433
大阪府,男,60～64歳,180以上,895
大阪府,男,60～64歳,160以上180未満,4781
大阪府,男,60～64歳,140以上160未満,21895
大阪府,男,60～64歳,130以上140未満,23857
大阪府,男,60～64歳,120以上130未満,28119
大阪府,男,60～64歳,120未満,30287
兵庫県,男,60～64歳,180以上,642
兵庫県,男,60～64歳,160以上180未満,3514
兵庫県,男,60～64歳,140以上160未満,16015
兵庫県,男,60～64歳,130以上140未満,18616
兵庫県,男,60～64歳,120以上130未満,20382
兵庫県,男,60～64歳,120未満,20932
奈良県,男,60～64歳,180以上,137
奈良県,男,60～64歳,160以上180未満,771
奈良県,男,60～64歳,140以上160未満,3750
奈良県,男,60～64歳,130以上140未満,4227
奈良県,男,60～64歳,120以上130未満,4904
奈良県,男,60～64歳,120未満,4934
和歌山県,男,60～64歳,180以上,147
和歌山県,男,60～64歳,160以上180未満,753
和歌山県,男,60～64歳,140以上160未満,3389
和歌山県,男,60～64歳,130以上140未満,3411
和歌山県,男,60～64歳,120以上130未満,3349
和歌山県,男,60～64歳,120未満,2986
鳥取県,男,60～64歳,180以上,99
鳥取県,男,60～64歳,160以上180未満,542
鳥取県,男,60～64歳,140以上160未満,2146
鳥取県,男,60～64歳,130以上140未満,2044
鳥取県,男,60～64歳,120以上130未満,2106
鳥取県,男,60～64歳,120未満,1860
島根県,男,60～64歳,180以上,101
島根県,男,60～64歳,160以上180未満,615
島根県,男,60～64歳,140以上160未満,2814
島根県,男,60～64歳,130以上140未満,2778
島根県,男,60～64歳,120以上130未満,2849
島根県,男,60～64歳,120未満,2829
岡山県,男,60～64歳,180以上,162
岡山県,男,60～64歳,160以上180未満,1284
岡山県,男,60～64歳,140以上160未満,6141
岡山県,男,60～64歳,130以上140未満,6498
岡山県,男,60～64歳,120以上130未満,7013
岡山県,男,60～64歳,120未満,6658
広島県,男,60～64歳,180以上,337
広島県,男,60～64歳,160以上180未満,1864
広島県,男,60～64歳,140以上160未満,8908
広島県,男,60～64歳,130以上140未満,9702
広島県,男,60～64歳,120以上130未満,10701
広島県,男,60～64歳,120未満,10409
山口県,男,60～64歳,180以上,180
山口県,男,60～64歳,160以上180未満,1100
山口県,男,60～64歳,140以上160未満,4509
山口県,男,60～64歳,130以上140未満,4825
山口県,男,60～64歳,120以上130未満,4951
山口県,男,60～64歳,120未満,4432
徳島県,男,60～64歳,180以上,86
徳島県,男,60～64歳,160以上180未満,453
徳島県,男,60～64歳,140以上160未満,2213
徳島県,男,60～64歳,130以上140未満,2521
徳島県,男,60～64歳,120以上130未満,2985
徳島県,男,60～64歳,120未満,2873
香川県,男,60～64歳,180以上,106
香川県,男,60～64歳,160以上180未満,631
香川県,男,60～64歳,140以上160未満,3034
香川県,男,60～64歳,130以上140未満,3320
香川県,男,60～64歳,120以上130未満,3861
香川県,男,60～64歳,120未満,3973
愛媛県,男,60～64歳,180以上,214
愛媛県,男,60～64歳,160以上180未満,1141
愛媛県,男,60～64歳,140以上160未満,4923
愛媛県,男,60～64歳,130以上140未満,4801
愛媛県,男,60～64歳,120以上130未満,4948
愛媛県,男,60～64歳,120未満,4885
高知県,男,60～64歳,180以上,123
高知県,男,60～64歳,160以上180未満,604
高知県,男,60～64歳,140以上160未満,2470
高知県,男,60～64歳,130以上140未満,2166
高知県,男,60～64歳,120以上130未満,2560
高知県,男,60～64歳,120未満,2477
福岡県,男,60～64歳,180以上,598
福岡県,男,60～64歳,160以上180未満,3283
福岡県,男,60～64歳,140以上160未満,14523
福岡県,男,60～64歳,130以上140未満,15807
福岡県,男,60～64歳,120以上130未満,18912
福岡県,男,60～64歳,120未満,17477
佐賀県,男,60～64歳,180以上,85
佐賀県,男,60～64歳,160以上180未満,473
佐賀県,男,60～64歳,140以上160未満,2521
佐賀県,男,60～64歳,130以上140未満,2786
佐賀県,男,60～64歳,120以上130未満,3502
佐賀県,男,60～64歳,120未満,3500
長崎県,男,60～64歳,180以上,194
長崎県,男,60～64歳,160以上180未満,1037
長崎県,男,60～64歳,140以上160未満,4942
長崎県,男,60～64歳,130以上140未満,5281
長崎県,男,60～64歳,120以上130未満,5162
長崎県,男,60～64歳,120未満,4324
熊本県,男,60～64歳,180以上,213
熊本県,男,60～64歳,160以上180未満,1133
熊本県,男,60～64歳,140以上160未満,5817
熊本県,男,60～64歳,130以上140未満,6336
熊本県,男,60～64歳,120以上130未満,7706
熊本県,男,60～64歳,120未満,6976
大分県,男,60～64歳,180以上,129
大分県,男,60～64歳,160以上180未満,866
大分県,男,60～64歳,140以上160未満,4036
大分県,男,60～64歳,130以上140未満,4428
大分県,男,60～64歳,120以上130未満,5325
大分県,男,60～64歳,120未満,4380
宮崎県,男,60～64歳,180以上,124
宮崎県,男,60～64歳,160以上180未満,765
宮崎県,男,60～64歳,140以上160未満,3766
宮崎県,男,60～64歳,130以上140未満,4014
宮崎県,男,60～64歳,120以上130未満,4378
宮崎県,男,60～64歳,120未満,3965
鹿児島県,男,60～64歳,180以上,224
鹿児島県,男,60～64歳,160以上180未満,1321
鹿児島県,男,60～64歳,140以上160未満,5985
鹿児島県,男,60～64歳,130以上140未満,6391
鹿児島県,男,60～64歳,120以上130未満,6822
鹿児島県,男,60～64歳,120未満,6147
沖縄県,男,60～64歳,180以上,147
沖縄県,男,60～64歳,160以上180未満,834
沖縄県,男,60～64歳,140以上160未満,4304
沖縄県,男,60～64歳,130以上140未満,4227
沖縄県,男,60～64歳,120以上130未満,4850
沖縄県,男,60～64歳,120未満,4405
北海道,男,65～69歳,180以上,733
北海道,男,65～69歳,160以上180未満,3871
北海道,男,65～69歳,140以上160未満,14671
北海道,男,65～69歳,130以上140未満,12977
北海道,男,65～69歳,120以上130未満,12628
北海道,男,65～69歳,120未満,10379
青森県,男,65～69歳,180以上,123
青森県,男,65～69歳,160以上180未満,864
青森県,男,65～69歳,140以上160未満,4283
青森県,男,65～69歳,130以上140未満,4460
青森県,男,65～69歳,120以上130未満,4264
青森県,男,65～69歳,120未満,3792
岩手県,男,65～69歳,180以上,182
岩手県,男,65～69歳,160以上180未満,1253
岩手県,男,65～69歳,140以上160未満,5353
岩手県,男,65～69歳,130以上140未満,5073
岩手県,男,65～69歳,120以上130未満,4858
岩手県,男,65～69歳,120未満,3681
宮城県,男,65～69歳,180以上,359
宮城県,男,65～69歳,160以上180未満,2079
宮城県,男,65～69歳,140以上160未満,8657
宮城県,男,65～69歳,130以上140未満,9182
宮城県,男,65～69歳,120以上130未満,8593
宮城県,男,65～69歳,120未満,7469
秋田県,男,65～69歳,180以上,222
秋田県,男,65～69歳,160以上180未満,1005
秋田県,男,65～69歳,140以上160未満,4165
秋田県,男,65～69歳,130以上140未満,4168
秋田県,男,65～69歳,120以上130未満,3665
秋田県,男,65～69歳,120未満,2754
山形県,男,65～69歳,180以上,254
山形県,男,65～69歳,160以上180未満,1452
山形県,男,65～69歳,140以上160未満,5809
山形県,男,65～69歳,130以上140未満,4888
山形県,男,65～69歳,120以上130未満,4830
山形県,男,65～69歳,120未満,4150
福島県,男,65～69歳,180以上,217
福島県,男,65～69歳,160以上180未満,1484
福島県,男,65～69歳,140以上160未満,7207
福島県,男,65～69歳,130以上140未満,8212
福島県,男,65～69歳,120以上130未満,7516
福島県,男,65～69歳,120未満,5917
茨城県,男,65～69歳,180以上,309
茨城県,男,65～69歳,160以上180未満,2007
茨城県,男,65～69歳,140以上160未満,9162
茨城県,男,65～69歳,130以上140未満,9766
茨城県,男,65～69歳,120以上130未満,10050
茨城県,男,65～69歳,120未満,8010
栃木県,男,65～69歳,180以上,240
栃木県,男,65～69歳,160以上180未満,1612
栃木県,男,65～69歳,140以上160未満,6785
栃木県,男,65～69歳,130以上140未満,6810
栃木県,男,65～69歳,120以上130未満,6992
栃木県,男,65～69歳,120未満,5721
群馬県,男,65～69歳,180以上,317
群馬県,男,65～69歳,160以上180未満,1573
群馬県,男,65～69歳,140以上160未満,6915
群馬県,男,65～69歳,130以上140未満,6905
群馬県,男,65～69歳,120以上130未満,6984
群馬県,男,65～69歳,120未満,5053
埼玉県,男,65～69歳,180以上,911
埼玉県,男,65～69歳,160以上180未満,4727
埼玉県,男,65～69歳,140以上160未満,20939
埼玉県,男,65～69歳,130以上140未満,21997
埼玉県,男,65～69歳,120以上130未満,21814
埼玉県,男,65～69歳,120未満,18605
千葉県,男,65～69歳,180以上,688
千葉県,男,65～69歳,160以上180未満,3702
千葉県,男,65～69歳,140以上160未満,16584
千葉県,男,65～69歳,130以上140未満,18227
千葉県,男,65～69歳,120以上130未満,18806
千葉県,男,65～69歳,120未満,15848
東京都,男,65～69歳,180以上,1168
東京都,男,65～69歳,160以上180未満,6616
東京都,男,65～69歳,140以上160未満,31281
東京都,男,65～69歳,130以上140未満,36324
東京都,男,65～69歳,120以上130未満,37745
東京都,男,65～69歳,120未満,32861
神奈川県,男,65～69歳,180以上,763
神奈川県,男,65～69歳,160以上180未満,4501
神奈川県,男,65～69歳,140以上160未満,19761
神奈川県,男,65～69歳,130以上140未満,22407
神奈川県,男,65～69歳,120以上130未満,23025
神奈川県,男,65～69歳,120未満,21209
新潟県,男,65～69歳,180以上,252
新潟県,男,65～69歳,160以上180未満,1559
新潟県,男,65～69歳,140以上160未満,7563
新潟県,男,65～69歳,130以上140未満,8621
新潟県,男,65～69歳,120以上130未満,9973
新潟県,男,65～69歳,120未満,8746
富山県,男,65～69歳,180以上,129
富山県,男,65～69歳,160以上180未満,824
富山県,男,65～69歳,140以上160未満,3642
富山県,男,65～69歳,130以上140未満,3907
富山県,男,65～69歳,120以上130未満,3645
富山県,男,65～69歳,120未満,2917
石川県,男,65～69歳,180以上,132
石川県,男,65～69歳,160以上180未満,811
石川県,男,65～69歳,140以上160未満,3744
石川県,男,65～69歳,130以上140未満,3710
石川県,男,65～69歳,120以上130未満,3801
石川県,男,65～69歳,120未満,2984
福井県,男,65～69歳,180以上,135
福井県,男,65～69歳,160以上180未満,674
福井県,男,65～69歳,140以上160未満,2750
福井県,男,65～69歳,130以上140未満,2415
福井県,男,65～69歳,120以上130未満,2390
福井県,男,65～69歳,120未満,1773
山梨県,男,65～69歳,180以上,151
山梨県,男,65～69歳,160以上180未満,962
山梨県,男,65～69歳,140以上160未満,3713
山梨県,男,65～69歳,130以上140未満,3022
山梨県,男,65～69歳,120以上130未満,2960
山梨県,男,65～69歳,120未満,2646
長野県,男,65～69歳,180以上,234
長野県,男,65～69歳,160以上180未満,1446
長野県,男,65～69歳,140以上160未満,7086
長野県,男,65～69歳,130以上140未満,7561
長野県,男,65～69歳,120以上130未満,7915
長野県,男,65～69歳,120未満,7527
岐阜県,男,65～69歳,180以上,288
岐阜県,男,65～69歳,160以上180未満,1509
岐阜県,男,65～69歳,140以上160未満,6394
岐阜県,男,65～69歳,130以上140未満,6974
岐阜県,男,65～69歳,120以上130未満,6987
岐阜県,男,65～69歳,120未満,6116
静岡県,男,65～69歳,180以上,377
静岡県,男,65～69歳,160以上180未満,2174
静岡県,男,65～69歳,140以上160未満,10398
静岡県,男,65～69歳,130以上140未満,11703
静岡県,男,65～69歳,120以上130未満,13899
静岡県,男,65～69歳,120未満,11199
愛知県,男,65～69歳,180以上,876
愛知県,男,65～69歳,160以上180未満,4602
愛知県,男,65～69歳,140以上160未満,19746
愛知県,男,65～69歳,130以上140未満,20439
愛知県,男,65～69歳,120以上130未満,20288
愛知県,男,65～69歳,120未満,17843
三重県,男,65～69歳,180以上,233
三重県,男,65～69歳,160以上180未満,1334
三重県,男,65～69歳,140以上160未満,5745
三重県,男,65～69歳,130以上140未満,5999
三重県,男,65～69歳,120以上130未満,6346
三重県,男,65～69歳,120未満,5105
滋賀県,男,65～69歳,180以上,199
滋賀県,男,65～69歳,160以上180未満,1000
滋賀県,男,65～69歳,140以上160未満,4186
滋賀県,男,65～69歳,130以上140未満,4265
滋賀県,男,65～69歳,120以上130未満,4459
滋賀県,男,65～69歳,120未満,3855
京都府,男,65～69歳,180以上,222
京都府,男,65～69歳,160以上180未満,1488
京都府,男,65～69歳,140以上160未満,6198
京都府,男,65～69歳,130以上140未満,6453
京都府,男,65～69歳,120以上130未満,6516
京都府,男,65～69歳,120未満,6058
大阪府,男,65～69歳,180以上,841
大阪府,男,65～69歳,160以上180未満,4272
大阪府,男,65～69歳,140以上160未満,18335
大阪府,男,65～69歳,130以上140未満,18395
大阪府,男,65～69歳,120以上130未満,18880
大阪府,男,65～69歳,120未満,17609
兵庫県,男,65～69歳,180以上,613
兵庫県,男,65～69歳,160以上180未満,3433
兵庫県,男,65～69歳,140以上160未満,14551
兵庫県,男,65～69歳,130以上140未満,15304
兵庫県,男,65～69歳,120以上130未満,15455
兵庫県,男,65～69歳,120未満,13517
奈良県,男,65～69歳,180以上,110
奈良県,男,65～69歳,160以上180未満,779
奈良県,男,65～69歳,140以上160未満,3445
奈良県,男,65～69歳,130以上140未満,3690
奈良県,男,65～69歳,120以上130未満,3967
奈良県,男,65～69歳,120未満,3300
和歌山県,男,65～69歳,180以上,128
和歌山県,男,65～69歳,160以上180未満,749
和歌山県,男,65～69歳,140以上160未満,3125
和歌山県,男,65～69歳,130以上140未満,3022
和歌山県,男,65～69歳,120以上130未満,2631
和歌山県,男,65～69歳,120未満,2168
鳥取県,男,65～69歳,180以上,79
鳥取県,男,65～69歳,160以上180未満,531
鳥取県,男,65～69歳,140以上160未満,2045
鳥取県,男,65～69歳,130以上140未満,1796
鳥取県,男,65～69歳,120以上130未満,1738
鳥取県,男,65～69歳,120未満,1410
島根県,男,65～69歳,180以上,97
島根県,男,65～69歳,160以上180未満,698
島根県,男,65～69歳,140以上160未満,2861
島根県,男,65～69歳,130以上140未満,2700
島根県,男,65～69歳,120以上130未満,2566
島根県,男,65～69歳,120未満,2267
岡山県,男,65～69歳,180以上,200
岡山県,男,65～69歳,160以上180未満,1393
岡山県,男,65～69歳,140以上160未満,5666
岡山県,男,65～69歳,130以上140未満,5568
岡山県,男,65～69歳,120以上130未満,5289
岡山県,男,65～69歳,120未満,4598
広島県,男,65～69歳,180以上,273
広島県,男,65～69歳,160以上180未満,1623
広島県,男,65～69歳,140以上160未満,7559
広島県,男,65～69歳,130以上140未満,7864
広島県,男,65～69歳,120以上130未満,7669
広島県,男,65～69歳,120未満,6647
山口県,男,65～69歳,180以上,194
山口県,男,65～69歳,160以上180未満,1028
山口県,男,65～69歳,140以上160未満,4259
山口県,男,65～69歳,130以上140未満,4327
山口県,男,65～69歳,120以上130未満,4011
山口県,男,65～69歳,120未満,3142
徳島県,男,65～69歳,180以上,89
徳島県,男,65～69歳,160以上180未満,478
徳島県,男,65～69歳,140以上160未満,2374
徳島県,男,65～69歳,130以上140未満,2523
徳島県,男,65～69歳,120以上130未満,2622
徳島県,男,65～69歳,120未満,2170
香川県,男,65～69歳,180以上,126
香川県,男,65～69歳,160以上180未満,674
香川県,男,65～69歳,140以上160未満,3054
香川県,男,65～69歳,130以上140未満,3096
香川県,男,65～69歳,120以上130未満,3293
