都道府県,性別,年齢区分,下限値,上限値,人数
兵庫県,男性,40～44歳,0.0,18.5,3361
奈良県,男性,40～44歳,40.0,inf,86
奈良県,男性,40～44歳,35.0,40.0,265
奈良県,男性,40～44歳,30.0,35.0,1211
奈良県,男性,40～44歳,25.0,30.0,5549
奈良県,男性,40～44歳,20.0,25.0,11189
奈良県,男性,40～44歳,18.5,20.0,1544
奈良県,男性,40～44歳,0.0,18.5,716
和歌山県,男性,40～44歳,40.0,inf,77
和歌山県,男性,40～44歳,35.0,40.0,244
和歌山県,男性,40～44歳,30.0,35.0,957
和歌山県,男性,40～44歳,25.0,30.0,4088
和歌山県,男性,40～44歳,20.0,25.0,7701
和歌山県,男性,40～44歳,18.5,20.0,1011
和歌山県,男性,40～44歳,0.0,18.5,423
鳥取県,男性,40～44歳,40.0,inf,44
鳥取県,男性,40～44歳,35.0,40.0,117
鳥取県,男性,40～44歳,30.0,35.0,583
鳥取県,男性,40～44歳,25.0,30.0,2412
鳥取県,男性,40～44歳,20.0,25.0,5506
鳥取県,男性,40～44歳,18.5,20.0,958
鳥取県,男性,40～44歳,0.0,18.5,428
島根県,男性,40～44歳,40.0,inf,44
島根県,男性,40～44歳,35.0,40.0,153
島根県,男性,40～44歳,30.0,35.0,737
島根県,男性,40～44歳,25.0,30.0,3245
島根県,男性,40～44歳,20.0,25.0,7042
島根県,男性,40～44歳,18.5,20.0,1101
島根県,男性,40～44歳,0.0,18.5,532
岡山県,男性,40～44歳,40.0,inf,150
岡山県,男性,40～44歳,35.0,40.0,416
岡山県,男性,40～44歳,30.0,35.0,2117
岡山県,男性,40～44歳,25.0,30.0,9244
岡山県,男性,40～44歳,20.0,25.0,19261
岡山県,男性,40～44歳,18.5,20.0,2775
岡山県,男性,40～44歳,0.0,18.5,1247
広島県,男性,40～44歳,40.0,inf,218
広島県,男性,40～44歳,35.0,40.0,681
広島県,男性,40～44歳,30.0,35.0,3108
広島県,男性,40～44歳,25.0,30.0,14078
広島県,男性,40～44歳,20.0,25.0,29378
広島県,男性,40～44歳,18.5,20.0,3951
広島県,男性,40～44歳,0.0,18.5,1849
山口県,男性,40～44歳,40.0,inf,88
山口県,男性,40～44歳,35.0,40.0,287
山口県,男性,40～44歳,30.0,35.0,1367
山口県,男性,40～44歳,25.0,30.0,5993
山口県,男性,40～44歳,20.0,25.0,12591
山口県,男性,40～44歳,18.5,20.0,1765
山口県,男性,40～44歳,0.0,18.5,874
徳島県,男性,40～44歳,40.0,inf,81
徳島県,男性,40～44歳,35.0,40.0,200
徳島県,男性,40～44歳,30.0,35.0,933
徳島県,男性,40～44歳,25.0,30.0,3622
徳島県,男性,40～44歳,20.0,25.0,6698
徳島県,男性,40～44歳,18.5,20.0,857
徳島県,男性,40～44歳,0.0,18.5,383
香川県,男性,40～44歳,40.0,inf,95
香川県,男性,40～44歳,35.0,40.0,281
香川県,男性,40～44歳,30.0,35.0,1214
香川県,男性,40～44歳,25.0,30.0,4970
香川県,男性,40～44歳,20.0,25.0,9571
香川県,男性,40～44歳,18.5,20.0,1293
香川県,男性,40～44歳,0.0,18.5,548
愛媛県,男性,40～44歳,40.0,inf,118
愛媛県,男性,40～44歳,35.0,40.0,445
愛媛県,男性,40～44歳,30.0,35.0,1674
愛媛県,男性,40～44歳,25.0,30.0,6967
愛媛県,男性,40～44歳,20.0,25.0,12719
愛媛県,男性,40～44歳,18.5,20.0,1668
愛媛県,男性,40～44歳,0.0,18.5,757
高知県,男性,40～44歳,40.0,inf,59
