都道府県,性別,年齢区分,下限値,上限値,人数
東京都,男性,50～54歳,300.0,inf,18248
東京都,男性,50～54歳,150.0,300.0,79876
東京都,男性,50～54歳,0.0,150.0,257654
神奈川県,男性,50～54歳,300.0,inf,11400
神奈川県,男性,50～54歳,150.0,300.0,53214
神奈川県,男性,50～54歳,0.0,150.0,173415
新潟県,男性,50～54歳,300.0,inf,2745
新潟県,男性,50～54歳,150.0,300.0,11524
新潟県,男性,50～54歳,0.0,150.0,37454
富山県,男性,50～54歳,300.0,inf,1557
富山県,男性,50～54歳,150.0,300.0,6161
富山県,男性,50～54歳,0.0,150.0,18827
石川県,男性,50～54歳,300.0,inf,1431
石川県,男性,50～54歳,150.0,300.0,6108
石川県,男性,50～54歳,0.0,150.0,18824
福井県,男性,50～54歳,300.0,inf,957
福井県,男性,50～54歳,150.0,300.0,4033
福井県,男性,50～54歳,0.0,150.0,12096
山梨県,男性,50～54歳,300.0,inf,1015
山梨県,男性,50～54歳,150.0,300.0,4212
山梨県,男性,50～54歳,0.0,150.0,14015
長野県,男性,50～54歳,300.0,inf,2514
長野県,男性,50～54歳,150.0,300.0,11028
長野県,男性,50～54歳,0.0,150.0,35484
岐阜県,男性,50～54歳,300.0,inf,2382
岐阜県,男性,50～54歳,150.0,300.0,10603
岐阜県,男性,50～54歳,0.0,150.0,33564
静岡県,男性,50～54歳,300.0,inf,4083
静岡県,男性,50～54歳,150.0,300.0,18969
静岡県,男性,50～54歳,0.0,150.0,66227
愛知県,男性,50～54歳,300.0,inf,9953
愛知県,男性,50～54歳,150.0,300.0,43989
愛知県,男性,50～54歳,0.0,150.0,142493
三重県,男性,50～54歳,300.0,inf,2113
三重県,男性,50～54歳,150.0,300.0,9580
三重県,男性,50～54歳,0.0,150.0,30996
滋賀県,男性,50～54歳,300.0,inf,1650
滋賀県,男性,50～54歳,150.0,300.0,7074
滋賀県,男性,50～54歳,0.0,150.0,23228
京都府,男性,50～54歳,300.0,inf,2783
京都府,男性,50～54歳,150.0,300.0,11792
京都府,男性,50～54歳,0.0,150.0,38848
大阪府,男性,50～54歳,300.0,inf,9995
大阪府,男性,50～54歳,150.0,300.0,42227
大阪府,男性,50～54歳,0.0,150.0,138990
兵庫県,男性,50～54歳,300.0,inf,6175
兵庫県,男性,50～54歳,150.0,300.0,26756
兵庫県,男性,50～54歳,0.0,150.0,87525
奈良県,男性,50～54歳,300.0,inf,1323
奈良県,男性,50～54歳,150.0,300.0,5819
奈良県,男性,50～54歳,0.0,150.0,19600
和歌山県,男性,50～54歳,300.0,inf,1087
和歌山県,男性,50～54歳,150.0,300.0,4109
和歌山県,男性,50～54歳,0.0,150.0,12552
鳥取県,男性,50～54歳,300.0,inf,507
鳥取県,男性,50～54歳,150.0,300.0,2344
鳥取県,男性,50～54歳,0.0,150.0,7358
島根県,男性,50～54歳,300.0,inf,715
島根県,男性,50～54歳,150.0,300.0,2997
島根県,男性,50～54歳,0.0,150.0,9688
岡山県,男性,50～54歳,300.0,inf,2119
岡山県,男性,50～54歳,150.0,300.0,8913
岡山県,男性,50～54歳,0.0,150.0,28249
広島県,男性,50～54歳,300.0,inf,3605
広島県,男性,50～54歳,150.0,300.0,14495
広島県,男性,50～54歳,0.0,150.0,44182
山口県,男性,50～54歳,300.0,inf,1433
山口県,男性,50～54歳,150.0,300.0,5859
山口県,男性,50～54歳,0.0,150.0,19087
徳島県,男性,50～54歳,300.0,inf,780
徳島県,男性,50～54歳,150.0,300.0,3190
徳島県,男性,50～54歳,0.0,150.0,9646
香川県,男性,50～54歳,300.0,inf,1131
香川県,男性,50～54歳,150.0,300.0,4725
香川県,男性,50～54歳,0.0,150.0,14213
愛媛県,男性,50～54歳,300.0,inf,1595
愛媛県,男性,50～54歳,150.0,300.0,6195
愛媛県,男性,50～54歳,0.0,150.0,19167
高知県,男性,50～54歳,300.0,inf,865
高知県,男性,50～54歳,150.0,300.0,2964
高知県,男性,50～54歳,0.0,150.0,9155
福岡県,男性,50～54歳,300.0,inf,5927
福岡県,男性,50～54歳,150.0,300.0,23061
福岡県,男性,50～54歳,0.0,150.0,68614
佐賀県,男性,50～54歳,300.0,inf,853
佐賀県,男性,50～54歳,150.0,300.0,3290
佐賀県,男性,50～54歳,0.0,150.0,10229
長崎県,男性,50～54歳,300.0,inf,1290
長崎県,男性,50～54歳,150.0,300.0,5351
長崎県,男性,50～54歳,0.0,150.0,16507
熊本県,男性,50～54歳,300.0,inf,1925
熊本県,男性,50～54歳,150.0,300.0,7503
熊本県,男性,50～54歳,0.0,150.0,21693
大分県,男性,50～54歳,300.0,inf,1253
大分県,男性,50～54歳,150.0,300.0,5048
大分県,男性,50～54歳,0.0,150.0,15869
宮崎県,男性,50～54歳,300.0,inf,1187
宮崎県,男性,50～54歳,150.0,300.0,4270
宮崎県,男性,50～54歳,0.0,150.0,13377
鹿児島県,男性,50～54歳,300.0,inf,1736
鹿児島県,男性,50～54歳,150.0,300.0,6163
鹿児島県,男性,50～54歳,0.0,150.0,18835
沖縄県,男性,50～54歳,300.0,inf,1863
沖縄県,男性,50～54歳,150.0,300.0,6596
沖縄県,男性,50～54歳,0.0,150.0,16840
北海道,男性,55～59歳,300.0,inf,4318
北海道,男性,55～59歳,150.0,300.0,19937
北海道,男性,55～59歳,0.0,150.0,59650
青森県,男性,55～59歳,300.0,inf,1299
青森県,男性,55～59歳,150.0,300.0,5572
青森県,男性,55～59歳,0.0,150.0,16275
岩手県,男性,55～59歳,300.0,inf,1532
岩手県,男性,55～59歳,150.0,300.0,6431
岩手県,男性,55～59歳,0.0,150.0,16173
宮城県,男性,55～59歳,300.0,inf,2260
宮城県,男性,55～59歳,150.0,300.0,10642
宮城県,男性,55～59歳,0.0,150.0,30957
秋田県,男性,55～59歳,300.0,inf,1251
秋田県,男性,55～59歳,150.0,300.0,4610
秋田県,男性,55～59歳,0.0,150.0,12221
山形県,男性,55～59歳,300.0,inf,1270
山形県,男性,55～59歳,150.0,300.0,5175
山形県,男性,55～59歳,0.0,150.0,15985
福島県,男性,55～59歳,300.0,inf,1761
福島県,男性,55～59歳,150.0,300.0,8166
福島県,男性,55～59歳,0.0,150.0,24975
茨城県,男性,55～59歳,300.0,inf,2694
茨城県,男性,55～59歳,150.0,300.0,12798
茨城県,男性,55～59歳,0.0,150.0,38190
栃木県,男性,55～59歳,300.0,inf,1804
栃木県,男性,55～59歳,150.0,300.0,8391
栃木県,男性,55～59歳,0.0,150.0,27233
群馬県,男性,55～59歳,300.0,inf,1804
群馬県,男性,55～59歳,150.0,300.0,8505
群馬県,男性,55～59歳,0.0,150.0,26391
埼玉県,男性,55～59歳,300.0,inf,6590
埼玉県,男性,55～59歳,150.0,300.0,30644
埼玉県,男性,55～59歳,0.0,150.0,100854
千葉県,男性,55～59歳,300.0,inf,5453
千葉県,男性,55～59歳,150.0,300.0,26119
千葉県,男性,55～59歳,0.0,150.0,83123
東京都,男性,55～59歳,300.0,inf,13806
東京都,男性,55～59歳,150.0,300.0,64381
東京都,男性,55～59歳,0.0,150.0,210239
神奈川県,男性,55～59歳,300.0,inf,8845
神奈川県,男性,55～59歳,150.0,300.0,42654
神奈川県,男性,55～59歳,0.0,150.0,142527
新潟県,男性,55～59歳,300.0,inf,2287
新潟県,男性,55～59歳,150.0,300.0,10091
新潟県,男性,55～59歳,0.0,150.0,33542
富山県,男性,55～59歳,300.0,inf,1137
富山県,男性,55～59歳,150.0,300.0,5091
富山県,男性,55～59歳,0.0,150.0,15140
石川県,男性,55～59歳,300.0,inf,1124
