都道府県,性別,年齢区分,下限値,上限値,人数
和歌山県,男性,40～44歳,160.0,180.0,1392
和歌山県,男性,40～44歳,140.0,160.0,2679
和歌山県,男性,40～44歳,120.0,140.0,3582
和歌山県,男性,40～44歳,100.0,120.0,3424
和歌山県,男性,40～44歳,0.0,100.0,2560
鳥取県,男性,40～44歳,180.0,inf,551
鳥取県,男性,40～44歳,160.0,180.0,902
鳥取県,男性,40～44歳,140.0,160.0,1798
鳥取県,男性,40～44歳,120.0,140.0,2482
鳥取県,男性,40～44歳,100.0,120.0,2386
鳥取県,男性,40～44歳,0.0,100.0,1888
島根県,男性,40～44歳,180.0,inf,703
島根県,男性,40～44歳,160.0,180.0,1136
島根県,男性,40～44歳,140.0,160.0,2342
島根県,男性,40～44歳,120.0,140.0,3172
島根県,男性,40～44歳,100.0,120.0,3042
島根県,男性,40～44歳,0.0,100.0,2454
岡山県,男性,40～44歳,180.0,inf,2002
岡山県,男性,40～44歳,160.0,180.0,3208
岡山県,男性,40～44歳,140.0,160.0,6424
岡山県,男性,40～44歳,120.0,140.0,8607
岡山県,男性,40～44歳,100.0,120.0,8313
岡山県,男性,40～44歳,0.0,100.0,6625
広島県,男性,40～44歳,180.0,inf,3361
広島県,男性,40～44歳,160.0,180.0,5136
広島県,男性,40～44歳,140.0,160.0,9810
広島県,男性,40～44歳,120.0,140.0,13016
広島県,男性,40～44歳,100.0,120.0,12145
広島県,男性,40～44歳,0.0,100.0,9536
山口県,男性,40～44歳,180.0,inf,1304
山口県,男性,40～44歳,160.0,180.0,2234
山口県,男性,40～44歳,140.0,160.0,4254
山口県,男性,40～44歳,120.0,140.0,5718
山口県,男性,40～44歳,100.0,120.0,5325
山口県,男性,40～44歳,0.0,100.0,4114
徳島県,男性,40～44歳,180.0,inf,709
徳島県,男性,40～44歳,160.0,180.0,1218
徳島県,男性,40～44歳,140.0,160.0,2260
徳島県,男性,40～44歳,120.0,140.0,3180
徳島県,男性,40～44歳,100.0,120.0,2918
徳島県,男性,40～44歳,0.0,100.0,2449
香川県,男性,40～44歳,180.0,inf,924
香川県,男性,40～44歳,160.0,180.0,1555
香川県,男性,40～44歳,140.0,160.0,3149
香川県,男性,40～44歳,120.0,140.0,4457
香川県,男性,40～44歳,100.0,120.0,4273
香川県,男性,40～44歳,0.0,100.0,3502
愛媛県,男性,40～44歳,180.0,inf,1370
愛媛県,男性,40～44歳,160.0,180.0,2253
愛媛県,男性,40～44歳,140.0,160.0,4471
愛媛県,男性,40～44歳,120.0,140.0,5987
愛媛県,男性,40～44歳,100.0,120.0,5648
愛媛県,男性,40～44歳,0.0,100.0,4585
高知県,男性,40～44歳,180.0,inf,558
高知県,男性,40～44歳,160.0,180.0,992
高知県,男性,40～44歳,140.0,160.0,2085
高知県,男性,40～44歳,120.0,140.0,2934
高知県,男性,40～44歳,100.0,120.0,2856
高知県,男性,40～44歳,0.0,100.0,2594
福岡県,男性,40～44歳,180.0,inf,6417
福岡県,男性,40～44歳,160.0,180.0,9771
福岡県,男性,40～44歳,140.0,160.0,17721
福岡県,男性,40～44歳,120.0,140.0,23374
福岡県,男性,40～44歳,100.0,120.0,21233
福岡県,男性,40～44歳,0.0,100.0,16558
佐賀県,男性,40～44歳,180.0,inf,836
佐賀県,男性,40～44歳,160.0,180.0,1336
佐賀県,男性,40～44歳,140.0,160.0,2626
佐賀県,男性,40～44歳,120.0,140.0,3615
佐賀県,男性,40～44歳,100.0,120.0,3381
佐賀県,男性,40～44歳,0.0,100.0,2760
長崎県,男性,40～44歳,180.0,inf,1065
長崎県,男性,40～44歳,160.0,180.0,1862
長崎県,男性,40～44歳,140.0,160.0,3651
